Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,Employment Rate,Unemployment Rate,Economically_active_rate,Economically_inactive_rate,lntheft
E01001918,Hammersmith and Fulham 018D,9.15,72.28,20.9,19.3,28.3,22.5,89.3,6.7,3.9,35,49.7,14,10.6,5.4,8.5,1.4,11.4,54.9,7.8,68.9,4.8,58.85,19.09,2.07
E01001919,Hammersmith and Fulham 018E,12.58,64.23,25.4,21.9,31.8,14.4,88.7,7.4,3.9,30.8,50.2,15.8,9.8,6.9,8.8,1.3,10.6,54.8,7.7,65.9,4.4,50.49,20,2.22
E01001920,Hammersmith and Fulham 020A,15.99,72.7,7.4,14.4,55,15.5,75.9,14.2,9.8,68.5,27.4,3.6,19.3,7.5,9.5,1.6,12.1,40,10.1,60.6,7.4,54.4,25.38,4.39
E01001921,Hammersmith and Fulham 020B,8.72,75.13,16.6,20.7,36.2,19.2,89,8.1,2.9,48.6,37,11.9,11,5.3,7.5,0.7,12.1,55.8,7.6,66.9,6.8,60.55,20.25,3.15
E01001922,Hammersmith and Fulham 020C,10.53,70.16,19.8,22.7,32.9,17.7,91.9,5.7,2.4,30.7,51.3,14.8,7,5.9,9.8,0.5,10.2,57.5,9,69.1,5.3,58.01,18.44,3.05
E01001923,Hammersmith and Fulham 020D,10.55,74.17,14.5,21.4,34.3,20.5,87.7,8.8,3.5,41.7,44.1,11.8,12.1,6.2,8,0.6,7.9,56,9.2,68,3.9,58.49,21.37,2.79
E01001924,Hammersmith and Fulham 020E,7.39,70.8,24,18.2,28.3,25,94.3,4.6,1.1,36.8,41.6,17.7,4.5,2.9,7.4,0.7,9.5,65.4,9.7,72,3,57.77,17.23,2.1
E01001925,Hammersmith and Fulham 025A,9.4,66.58,26,22.3,29.2,17.9,92,6.1,2,30.3,49.8,17.5,6.1,5.6,9.2,0.8,9.5,58.1,10.7,69.3,3.9,53.87,18.8,2.6
E01001926,Hammersmith and Fulham 024C,9.07,73.28,19.1,25.9,30.8,19.4,92,5.8,2.1,31,51.9,13.7,5.9,5.2,7.5,0.6,10.3,63.4,7.2,75.4,3.9,62.64,15.38,2.02
E01001927,Hammersmith and Fulham 008C,12.83,66.36,25.1,26.4,28.5,14,90.2,7.2,2.6,28.7,47.2,20.6,5.8,3.8,9.4,0.9,13.2,58.9,8,64.3,5.2,53.39,20.08,1.67
E01001928,Hammersmith and Fulham 011A,9.57,69.37,21.1,19.3,34.2,13.7,84.3,9.2,6.4,49.7,40.2,8.9,12,8,8.5,1.2,9.7,51.6,8.9,66.7,7,54.99,19.78,3.39
E01001929,Hammersmith and Fulham 009D,9.68,71.98,18.9,22.1,40.4,12.7,89,8.1,2.9,37.7,55.6,6,7.6,5.2,5.6,1.1,10.3,64,6.2,74.2,3.1,61.03,16.67,2.66
E01001930,Hammersmith and Fulham 008D,18.28,66.99,12,19.2,47.6,11.9,76.1,15.2,8.7,54.2,36,8.2,14.5,7.5,7.8,0.6,10.2,49,10.4,61,6,51.4,23.68,2.64
E01001931,Hammersmith and Fulham 011B,5.87,73.77,13.4,20,42,13.3,87.6,8,4.4,58.4,35.5,4.8,9.2,6.3,9,0.7,8.2,55.9,10.7,66,7.4,58.01,18.96,2.3
E01001932,Hammersmith and Fulham 011C,7.71,78.9,11,22.7,38.4,19.8,87.5,8.5,4,56,35.8,6.9,9.5,5.6,7.1,1.2,9.8,54.8,12,67.3,7.1,63.79,19.8,4.31
E01001933,Hammersmith and Fulham 011D,14.73,70.24,12.9,24.7,41.7,11.7,85,11.3,3.8,43.6,43.5,10.6,8.4,7.4,9.7,1.4,10.8,55.3,7,64.9,7.1,57.63,20.69,3.02
E01001934,Hammersmith and Fulham 025B,10.11,70.9,11.9,19.2,34.5,16.9,84.3,10.7,4.9,49.6,38.9,10,15,11.5,11.8,1,10.6,39,11.1,59.4,9.1,52.4,23.49,2.29
E01001935,Hammersmith and Fulham 023A,8.64,77.32,12.9,20,31.6,24.7,85.3,10,4.8,43.5,46.6,9,12.1,5.9,9.3,0.9,11.1,53.4,7.3,70.4,6.2,63.57,19.33,2.11
E01001937,Hammersmith and Fulham 025C,9,74.66,18,19.6,30,24.3,90.8,6.4,2.9,35.1,48.8,13.7,9.2,4.8,7.9,2.6,10.5,58.4,6.7,71.4,5.2,62.97,17.94,2.73
E01001938,Hammersmith and Fulham 025D,7.88,68.72,18.3,19,28.6,16.1,85.3,9.3,5.4,49.8,40.6,8.3,17.2,9.8,9.5,1.3,10.5,40.6,11,65.4,6.5,53.33,20.19,3.02
E01001939,Hammersmith and Fulham 023C,10.73,73.37,9.8,20,41.2,13.8,84.2,10.6,5.2,49.7,41.8,6.8,15.5,13,9.5,0.8,15.9,36.2,9,52.3,6.4,48.56,30.63,3.29
E01001940,Hammersmith and Fulham 005B,8.37,76.08,9.9,18.8,39.9,18.2,82,11.4,6.6,67.6,29.1,3.1,14.1,8.8,8.4,1.5,11.8,43.7,11.7,62.2,8.6,58.21,22.42,3.17
E01001941,Hammersmith and Fulham 005C,3.64,86.64,7.9,19.4,33.5,31.2,89.7,6.7,3.6,66.9,29.6,2.8,9.6,6.5,5.6,1.4,9,56.5,11.4,73.6,6.1,73.52,15.38,4.58
E01001942,Hammersmith and Fulham 005D,7.49,79.29,9.7,17.7,41,21,85,9.6,5.4,59.2,35.4,4.4,13.1,7,8,1.4,9.9,48.3,12.3,70.3,7.5,65.49,17.6,3.29
E01001944,Hammersmith and Fulham 004B,10.6,69.03,7.7,10.5,53.2,11.7,76.1,15,8.9,73.5,23.6,2.9,23.3,9.7,12.1,2.3,9.7,30.5,12.5,50.7,16.7,49.67,25.99,2.18
E01001945,Hammersmith and Fulham 004C,9.19,74.14,12.7,19.4,35.5,20.6,84.8,9.2,6,55.6,37.4,5.7,12.5,6.2,9.9,1.4,9.8,48.3,11.9,71.3,5.5,62.1,16.72,2.81
E01001946,Hammersmith and Fulham 004D,7.41,76.3,11.8,17.1,35.2,22.9,86.4,8.5,5.1,59.7,34.6,4.8,12.7,7.4,8.5,1.5,9.4,49.1,11.5,69.6,7.1,63.56,17.02,2.98
E01001947,Hammersmith and Fulham 021A,7.39,68.78,14.6,12.4,32.1,15.4,80,12.1,7.9,67.5,28.3,3.6,22.9,11.8,9.5,1.5,11.6,29.6,13.1,52.9,13.1,48.55,24.72,2.77
E01001948,Hammersmith and Fulham 021B,6.36,75.84,14.1,22.3,37.9,18,90.4,6.3,3.3,49.1,40.1,8.8,6.8,5,6.3,1.2,9.7,62.5,8.5,75.1,4.4,64.91,15.11,3.31
E01001949,Hammersmith and Fulham 021C,6.01,76.99,18.4,22.3,29.3,24.5,92.8,5.5,1.7,42.2,44.2,11.6,4.8,3.2,7.2,1,10.6,64.2,9,74.8,4,64.64,16.55,2.74
E01001950,Hammersmith and Fulham 021D,6.2,73.43,22.6,24.4,26.3,22,93.5,4.5,2,37.3,48.9,12.1,4.8,3.9,5,1,8.6,67.2,9.5,76.2,3.7,62.41,14.41,3.09
E01001951,Hammersmith and Fulham 021E,8.08,77.32,13.5,19.7,36.7,22.4,88.5,8.3,3.2,49.1,40.7,9.1,8.7,5.3,7.4,0.5,8.2,60.7,9.2,73.6,5,64.2,17.4,2.66
E01001952,Hammersmith and Fulham 024D,7.21,83.67,7.8,20.4,39.1,27.3,90.1,6.4,3.5,59.3,33.6,5.9,6.8,3.7,5.6,0.9,9.4,63.9,9.6,76.5,4.6,73.75,13.68,3.58
E01001953,Hammersmith and Fulham 021F,9.81,76.21,9,17.2,35.4,26.6,84.5,10.6,4.9,66.4,28,4.6,14.9,7.6,6.9,1.4,8.4,49.9,11,69.6,6.8,62.81,18.01,4.59
E01001954,Hammersmith and Fulham 003A,10.89,69.77,14.9,16,34.5,18.2,82.4,11.5,6.2,53.3,39.4,6.2,18.5,8.5,9.5,1.1,10.3,42,10,61.8,6.9,53.18,22.43,2.84
E01001955,Hammersmith and Fulham 002A,10.63,65.14,13.9,12.8,26,20,79.3,13.3,7.4,60.4,34,4.7,29.6,12,11.6,1.9,8.6,24.6,11.7,50.5,13.6,45.32,26.01,2.63
E01001956,Hammersmith and Fulham 003B,12.37,68.05,14.9,20.2,26.9,20.1,83.7,10.3,6,49.3,39,10.1,18.6,8.9,10.1,1.2,10.1,39.2,11.8,58.5,8.6,50.85,24.86,1.84
E01001957,Hammersmith and Fulham 002B,7.74,67.76,16,10.7,26.8,19,79.5,12.8,7.7,68.1,28.4,3.3,23.5,13.9,13,1.4,12.3,20.1,15.8,49.1,13,46.29,26.18,2.35
E01001958,Hammersmith and Fulham 002C,5.75,66.61,14,10.6,29,16.4,80.3,13.3,6.4,67.3,30,2.4,24.6,13.4,12.7,0.9,10.5,20.3,17.5,51.8,13.4,45.66,24.24,2.13
E01001959,Hammersmith and Fulham 003C,11.52,66.15,18.2,17.9,24.5,19.2,76.9,13.9,9.2,45.7,43.7,9.9,24.7,11.7,12.5,1.9,10.1,27.4,11.8,50.2,11.6,44.97,26.91,1.85
E01001960,Hammersmith and Fulham 003D,6.15,78.73,12.7,18.1,27.9,30.4,89.3,7.4,3.3,53.5,39.2,6.8,10.3,6,7.4,1.5,11.4,52.9,10.4,72.4,4.5,65.46,17.14,2.07
E01001961,Hammersmith and Fulham 002D,7.35,63.24,17.8,12,24.1,19.1,80.2,13.3,6.5,69.8,26.7,3.3,24.5,14.6,12.1,1.1,11.6,22.8,13.3,47.9,14.4,41.62,25.9,2.39
E01001962,Haringey 004A,9.39,64.62,30.6,21.2,22.9,11.9,86.5,9.4,4.1,25.4,55.4,15.6,11.4,8,11.3,1.1,9.1,51.4,7.8,65.5,5.8,51.76,19.17,1.63
E01001963,Haringey 009A,10.49,65.11,29.7,26.5,24.5,11,88.1,7.9,4,20.8,53.4,23.2,8.3,5.4,9.7,1.2,10.5,60,4.9,71,6.6,55.77,15.55,1.8
E01001964,Haringey 009B,6.93,75,19.6,28.2,28.8,14.1,89.5,7.3,3.2,36.6,47.8,13.8,6.5,8.4,10.8,0.6,9.4,56.5,7.8,71.4,5.1,62.91,17.19,1.94
E01001965,Haringey 009C,6.64,70.56,29.7,29.2,25.4,7.8,88.6,7.2,4.2,23.1,57.2,15.5,7.7,7.3,7.8,0.6,8.4,63.2,4.9,74.7,4.7,59.74,14.32,1.31
E01001966,Haringey 009D,13.09,65.9,30.3,27.9,21.3,12.7,87.4,9.4,3.2,18.5,48,25.4,8.1,6,11.5,0.8,9.5,58.4,5.7,68.2,4.1,55.06,19.7,4.5
E01001967,Haringey 014A,12.63,66.65,26.2,27,27.3,10.9,90,7.2,2.8,23.4,48.8,22.6,6.9,5.7,8.8,0.5,11.9,60.3,5.9,70.6,3.9,55.59,17.34,0.19
E01001968,Haringey 014B,10.41,71.65,19.3,25.2,33.9,14,87.5,8.6,3.9,39.1,43.2,15,7.4,5.4,9.6,1,10,59.4,7.2,73.1,4.9,61.12,16.74,1.79
E01001969,Haringey 001A,10.49,72.93,13.2,19,37.5,16,81.6,12.7,5.7,56.1,37.1,5.7,19.6,9,9.5,0.8,9.6,37.1,14.4,62,10,57.84,21.03,1.93
E01001970,Haringey 004B,5.55,72.49,15.4,14.4,25.4,19.6,83.6,10.8,5.7,49.9,42.4,6,17.5,11.9,13.1,1.4,9.5,33.5,13.2,58.2,10.3,52.9,22.26,4.03
E01001971,Haringey 001B,9.1,68.09,14.3,13.4,32.1,17.1,80.2,12.7,7.1,63.4,30.2,6,23.1,10.4,13.7,1.1,10.6,24.9,16.3,51.4,12.5,46.37,26.99,2.3
E01001972,Haringey 004C,11.42,69.98,14.2,20.2,38.5,12.3,80.3,12.4,7.2,50.6,40.3,7.5,19.6,8.5,11.6,1.4,10.5,37.6,10.7,61.9,8.8,54.96,20.99,2.13
E01001973,Haringey 004D,12.1,68.01,18.8,22.2,30.1,13.6,84.3,11.3,4.4,41.5,43.9,11.9,16.6,8,11.2,1.2,11,42,9.9,66.3,5.5,55.16,19.36,4.34
E01001974,Haringey 001C,9.65,75.48,14.5,20.9,34.9,20.2,85.4,9.7,4.9,54.2,37.2,7.4,13.6,9,9.6,0.6,7.9,43.9,15.4,68.9,8.5,63.92,16.92,2.05
E01001975,Haringey 001D,5.94,78.39,15.1,20.9,36.5,17,87.8,8.1,4.1,50.5,39.9,8.8,12,9.1,9.2,1,9.8,40.5,18.4,67.9,8.2,64.3,17.82,2.68
E01001976,Haringey 011A,9.09,67.01,16.5,15.4,30.9,15.4,80.8,12.4,6.8,57.8,34,7.4,23.2,12.9,12.2,1,9.6,25.2,16,56.4,10.3,48.53,23.96,2.4
E01001977,Haringey 011B,8.92,66.2,15.7,15.5,30.2,19,80.8,11.6,7.5,63.5,30.4,5,25.4,11.4,12.1,1.2,10.1,22.5,17.4,54,10.7,46.2,25.06,2.32
E01001978,Haringey 011C,11.44,66.82,11,13.4,39.8,15.4,77.4,14.7,7.9,66.9,27.7,4.6,28.3,11.7,11.4,1.2,8.5,24.2,14.6,51.4,9.9,45.77,26.93,2.79
E01001979,Haringey 011D,5.28,70.21,14.3,13.6,30.5,20.8,82.2,11.3,6.5,64.3,30.4,4.3,21.8,10.2,12.2,0.6,14.9,24.7,15.6,46.8,10.9,43.75,29.47,3.54
E01001980,Haringey 018A,7.65,69.18,16.5,16.5,29,20.4,82,12.4,5.6,50.5,40.6,7.7,21.2,10.2,10.2,1.2,8.5,29,19.7,57.8,9.2,51.01,22.66,2.36
E01001981,Haringey 018B,8.4,71.04,14.3,14.1,26.5,26.3,83.5,11.1,5.5,58.9,34.9,5.3,21,11.5,10.8,1.9,10.2,28.6,16.1,56.3,14,53.83,21.81,2.38
E01001982,Haringey 018C,8.86,71.44,14.8,14.5,31.7,21.6,81.9,12,6.1,56.8,36.2,5.5,19.5,10.3,11,1.2,9.6,30.5,17.8,61.3,9.8,56.04,20.2,2.37
E01001983,Haringey 018D,8.11,70.88,18.3,18.5,25,18,82.7,11.7,5.6,46.4,42.8,10,20.1,11.1,10.6,1.9,8.5,36,11.8,61.4,9.6,53.69,21.19,2.44
E01001984,Haringey 033A,11.01,75.28,12.6,25.7,47.6,8.8,88.3,8.4,3.3,44.6,47.4,7.3,7.1,5.8,7.8,0.6,9,63.2,6.6,76.5,4.6,67.61,14.34,2.18
E01001985,Haringey 033B,9.82,71.95,19.4,25.7,40.4,9.5,89.8,7.3,2.9,33.7,52.3,11.7,5.1,4.1,6.7,0.4,8,71.3,4.6,77.2,3.7,63.14,13.73,1.55
E01001986,Haringey 034A,8.01,74.25,20.3,22.6,37,12,90.6,7.3,2.1,41.5,44.5,12.6,7.3,5.1,7.4,0.6,8.7,64.6,6.4,76.6,3.5,64.04,14.5,1.59
E01001987,Haringey 033C,10.88,72.66,21.4,33,28.9,12.5,90.8,6.7,2.5,28,55.4,15.2,5.2,2.3,7.3,0.5,7.3,71.4,6.2,73,3.7,61.88,17.49,1.78
E01001988,Haringey 034B,7.96,75.72,15,26.3,42.9,9.6,87.3,9.1,3.6,44.8,44.7,8.9,7.9,5.4,6.4,1,8.8,64.4,6,77.3,4.4,66.18,14.62,2.42
E01001989,Haringey 033D,10.49,71.42,21.3,28.7,34.2,9.1,88.6,7.9,3.5,34.7,49.9,12.7,6.4,5.2,7.6,0.4,8.9,66.2,5.1,73.2,5.2,61.22,16.35,3.44
E01001990,Haringey 034C,5.29,83.25,10.9,24.4,35.6,22.6,91.1,5.8,3.1,47.4,43.6,7.6,5.9,3.6,6.2,0.7,9,67.4,7.1,79,6.4,74.73,11.46,4.48
E01001991,Haringey 017A,10.4,69.46,18.7,20.2,41.9,9.9,87.7,8.6,3.7,43.2,47.4,8.4,7.2,6.3,7.4,1,9.2,64,5,78.2,3.8,60.48,12.34,2.18
E01001992,Haringey 017B,15.21,63.9,26.2,29.5,29.3,9.4,89.5,8.3,2.2,28.7,44.2,19.8,6.4,4.7,10.6,0.7,8.8,63.2,5.5,71,3.2,54.53,18.08,1.95
E01001993,Haringey 017C,13.05,60.08,36.8,22.5,25.8,8.7,89.3,7.4,3.3,23.8,49.8,24,5.4,4.1,7.1,0.7,8.6,69.8,4.1,66.6,3.6,48.87,18.86,1.42
E01001994,Haringey 030A,14.41,69.73,16.2,30.3,30.4,16.3,87.1,9.9,3,33,39.5,20,9.3,4.9,8.8,0.4,10.7,59.2,6.7,71.5,3.7,58.69,17.88,1.21
E01001995,Haringey 017D,7.96,65.09,25.3,18,22.9,11.4,83.1,11.2,5.7,28.5,55.8,13.4,18,11.6,13.5,1.1,8.4,40.1,7.3,61.2,9,48.59,20.52,1.6
E01001996,Haringey 014C,9.72,69.66,23.2,24.9,33.2,11.7,88.3,8.6,3.1,37,44.3,16.5,9.2,6.1,10.1,0.9,11.6,56.4,5.7,72.7,5.4,58.95,16.12,1.91
E01001997,Haringey 014D,6.9,78.02,15.8,23.8,38.9,16.2,89.4,8.5,2.2,47.3,36.2,13.8,5.4,5.2,8.6,0.4,9.9,62.9,7.5,76.2,6,68.14,13.55,3.79
E01001998,Haringey 023A,8.65,79.01,12.6,24,30.8,23.6,84.3,10.9,4.9,58.7,32.6,6.9,13.2,6,7.6,0.6,10.8,49.3,12.4,70.2,6.2,65.74,18.12,1.68
E01001999,Haringey 023B,8.35,77.81,12.9,20.9,30,25.8,83.3,11,5.7,62,30.5,6,15.5,6.4,7.2,0.8,10.2,45.9,14,65.9,6.8,61.52,21.04,3.51
E01002000,Haringey 031A,8.25,75.25,13.8,20.6,32,23.3,85.3,10,4.7,58.4,33.8,7.2,12.5,6.4,7.7,0.8,10.2,49.6,12.8,70.7,5.9,61.99,17.15,2.11
E01002001,Haringey 031B,7.83,80.37,12.1,23.3,33.1,24.7,86.1,9.5,4.4,59.4,34.1,5.8,12,5.9,6.1,0.9,10.7,52.4,11.9,66.8,6,65.32,19.33,1.57
E01002002,Haringey 031C,5.98,80.34,11.8,22.7,35.1,19.7,85.4,9.9,4.7,66.1,29.2,3.8,10.7,7.3,8,1,9.8,48.4,14.8,65.4,7.1,62.51,21.1,4.62
E01002003,Haringey 023C,5.09,74.91,13,15.2,37.8,18,82.5,11.4,6,72.1,24.9,2.7,18.8,8.3,8.2,0.6,10.7,35.5,17.9,58.4,10.1,54.81,22.69,3.37
E01002004,Haringey 023D,8.84,76.65,15.4,22.7,26.8,24.1,83,10.6,6.4,52.5,39.6,6.5,14.7,7.2,7.5,1.2,11.4,46.4,11.6,63.8,8.2,60.46,20.96,1.76
E01002005,Haringey 035A,4.09,83.23,12.7,28,35.3,18.3,91.3,5.9,2.8,50,42.8,6.7,3.5,4.6,6,0.7,7.9,70.6,6.6,83.4,3.3,75.59,9.95,2.65
E01002006,Haringey 035B,6.93,80.77,13,27.1,38.4,14.7,90.7,6.4,2.9,48.6,42.8,7.3,5.1,4.1,8.2,0.9,7.8,68.4,5.6,76.7,4.5,70.54,14.67,1.83
E01002007,Haringey 035C,15.27,69.81,14.3,30.5,37.3,13.4,90,7.7,2.3,42.4,43.7,10.9,3.9,2.9,7.7,0.3,7.1,72.7,5.4,74.4,4.5,61.99,15.27,2.19
E01002008,Haringey 030B,18.84,61.62,21.9,26.9,33.7,10.4,87.2,8.7,4.1,28.3,39,19.1,9.3,4.5,10.2,0.5,8.1,60,7.4,67.3,3.3,50.29,20.56,2.11
E01002009,Haringey 035D,11.23,74.17,17.8,27.1,35.2,14.3,90.3,7.8,1.9,37.7,45.6,13.6,5.2,3.4,7.4,0.5,10.2,67.4,5.9,69.5,3.3,62.48,18.21,2.95
E01002010,Haringey 030C,16.34,65.56,18.1,28.4,30.5,9.5,83.3,11.1,5.6,32.9,46.4,16.2,11.9,6.2,10.2,1.3,7.7,57,5.7,68.9,4.2,54.04,19.18,2.2
E01002011,Haringey 030D,9.31,75.09,15.6,27.7,34.6,14.2,88.1,8.1,3.8,44.2,40.5,12.4,7,4.6,7.5,0.6,10.8,62.4,7.2,72.6,4.2,62.86,17.52,1.86
E01002013,Haringey 022A,9.28,70.95,24,28.1,27.7,9.4,87.7,8.7,3.6,31.9,52.3,13.8,10.5,5.7,7.8,1.2,8.3,61.7,4.8,74.7,5,61.46,14.63,2.15
E01002014,Haringey 020B,7.62,76.5,12.9,25.6,38,13.7,85.6,9.4,5,48.8,44.3,6.3,10.6,4.8,8.9,0.6,10.2,57.6,7.3,71.2,6.1,63.53,18.32,3.22
E01002015,Haringey 020C,12.7,70.81,12.9,24,35.3,12.1,77.6,14.6,7.8,52.4,39.5,6.9,19.4,8.9,10,1.1,9.5,43,8.3,59.9,11.1,54.86,23.45,1.91
E01002016,Haringey 028A,6.94,74.78,15.5,22.7,31.6,16.2,84.2,9.2,6.6,47.7,43.6,7.9,10.7,7.1,9.4,1.2,10.4,54.8,6.4,71.4,5.6,62.02,16.74,2.37
E01002017,Haringey 028B,6.14,77.89,15,25.3,36.9,12.8,88.3,8.3,3.4,48.2,43.8,6.3,10.2,8.9,9.5,1.1,8.6,54.6,7,68.8,11.3,66.28,14.93,4.26
E01002018,Haringey 020D,11.83,66.06,21.4,21.4,30.6,8.8,81.4,12.2,6.4,42.4,47.8,8.6,18.2,7.1,7.8,0.8,10.8,47.5,7.9,64.9,9,52.54,19.37,1.6
E01002019,Haringey 022B,13.37,69.44,26.2,36.4,20.5,10.3,88.8,8.6,2.7,19.5,51.3,24.9,7,6,10.3,0.7,8.9,64,3,71,4.2,59.43,18.33,2.99
E01002020,Haringey 021A,10.29,72.38,16.4,21.7,35.4,15.3,85.5,9.4,5.1,41.9,45.6,11,9.4,8.1,9.3,1.1,10.3,55.6,6.2,70.6,6.3,61.83,17.01,3.42
E01002021,Haringey 022C,13.86,67.88,21.9,27.4,31.3,11.8,88.2,9.3,2.6,25.9,51.2,19.9,7.5,6.2,9,0.7,9.3,64.3,3.1,70.5,4,57.4,19.2,1.55
E01002022,Haringey 021B,10.46,77.77,12.2,26.1,37.4,18.7,88,8.5,3.4,49.1,40.8,7.4,8.3,5.8,6.4,0.7,8.4,63.7,6.7,79.2,4.4,69.39,13.07,4.35
E01002023,Haringey 021C,13.84,66.42,24.1,26.6,32.2,9.4,88.3,8.3,3.4,31.2,44.7,20,8.9,4.7,8.3,0.7,8.9,64.3,4.2,72.2,3.6,56.58,17.5,1.69
E01002024,Haringey 022D,12.73,66.89,23.6,26.2,30.3,11.6,84.6,10.2,5.2,34.3,48.7,15.4,14.3,5.8,9.3,1.1,8.6,55.7,5.2,70.8,5.1,56.14,16.82,2.61
E01002025,Haringey 021D,11.07,67.04,27.5,29.7,24.5,12.5,92,6.6,1.4,24.6,47.3,22.4,4.1,3.8,7.5,0.4,9,70.7,4.5,72.8,4.3,57.83,16.02,1.54
E01002027,Haringey 010A,10.61,71.89,13.4,17.6,24.3,25.9,79.4,12.2,8.4,57.1,34.8,6.7,19.4,9.6,9.1,1,11,35.7,14.1,57.8,7.2,53.48,24.07,2.14
E01002028,Haringey 010B,8.26,74.53,12.6,19.8,22.6,25.7,81.4,12.2,6.3,53.3,37.1,7.4,18.8,10,10.7,1,9.7,36.2,13.7,60.2,9.3,57.16,21.96,2.9
E01002029,Haringey 016B,6.67,75.36,13.6,13.9,40.5,13.2,79.6,13.2,7.2,69.7,26.2,3.6,19.8,9.5,10.6,1.3,13.9,33,11.9,51.9,8.1,50.9,28.41,5.01
E01002030,Haringey 016C,9.7,73.17,11.7,20.7,31,22.8,81.1,12.9,6,55.6,34.8,8.1,17.4,7.7,10.7,2,10.2,40.8,11.3,62,8.7,57.32,21.59,2.68
E01002031,Haringey 016D,8.5,76.53,10.3,18.3,31.8,25.7,83.4,10.7,5.9,65.4,28.3,5.4,18.4,5.5,9.2,0.5,9,40,17.4,59,8.8,58.55,23.01,4.82
E01002032,Haringey 010C,6.34,71.76,12.5,12,35.8,16.6,80.4,11.4,8.2,63.1,32,4.6,23.7,11.3,11.9,1.9,8.5,28.4,14.3,55.3,9.9,50.19,24.99,2.84
E01002033,Haringey 010D,8.49,67.82,14.5,17.1,25.1,17.8,79,14.3,6.8,60.4,33.4,4.8,22.2,11,10.6,1.8,11.2,28.5,14.7,53.5,13.5,49,23.53,2.4
E01002034,Haringey 037A,7.42,65.09,14.1,9.2,39.6,12.6,77.6,14.9,7.5,70.5,26.4,2.8,30.9,14.3,14.2,1.1,9.1,18.1,12.2,46.7,19.2,43.89,25.39,4.41
E01002036,Haringey 002A,8.96,64.85,16.5,13.2,34.4,12.2,79.3,13.8,6.9,58.1,35.5,5,30.5,14.4,12.7,1.4,9.1,18.1,13.8,47.3,16,43.73,26.44,2.41
E01002037,Haringey 002B,7.21,68.56,12.1,10.3,39.5,15.1,76.4,15.4,8.2,62.7,32.1,4.4,27.6,15.3,14.4,1.9,9,19.2,12.5,43.4,22.8,44.98,28.17,2.73
E01002038,Haringey 037B,8.29,65.21,14.2,11.1,37.3,11.8,78.4,14,7.6,71.5,24.3,3.6,32.7,10.6,11.5,1.6,9,18.8,15.9,47.4,15.3,41.02,27.77,3.59
E01002039,Haringey 002C,6.34,63.54,16,7.8,31,10.2,76.4,14.7,8.9,61,35.8,2.7,30.2,17.1,14.5,1.7,7.4,17.1,12.1,39.3,18.7,36.96,29.57,3.37
E01002040,Haringey 002D,8.15,64.89,16.8,15.9,26.9,17.4,80.1,14.3,5.6,54.1,37.4,7.3,25.6,13.8,13.5,1.2,8.2,20.7,16.9,52.2,13,46.02,24.15,2.11
E01002041,Haringey 037C,10.6,64.32,16.7,14.3,32.9,14.5,78.9,12.9,8.2,58.7,33.6,6.1,27.2,11.9,12.4,0.8,9,25.7,13,48,14.1,43.27,26.94,2.26
E01002042,Haringey 027A,8.84,76.56,16.1,19.8,28.1,26.8,81.9,12.1,6,55.5,37.5,6.3,17.1,8.1,10,1.2,10.5,37.7,15.3,64.2,6.5,59.36,21.73,3.29
E01002043,Haringey 026A,6.34,72.03,16.3,19,27.2,24.5,82.9,11.9,5.1,59.6,34.6,5.1,20.7,7.5,11.3,0.8,8,35.2,16.5,58.8,8.8,53.27,22.92,3.13
E01002044,Haringey 027B,8.39,78.48,10.1,23.4,29.9,26.7,85.6,9.5,4.9,70.1,24.5,4.5,16.5,6.5,6.9,1.1,9.9,41.5,17.6,63.3,7.3,61.25,21.75,3.28
E01002045,Haringey 026B,5.41,72.99,17.1,11.3,30.3,21.5,80.2,12,7.8,55.7,38.4,5.2,20.4,11.6,13.2,0.8,9,30,14.9,52.3,13.9,50.57,26.01,2.39
E01002046,Haringey 026C,12.58,66.14,12.9,13,36.7,18.5,77.5,14.3,8.2,61.5,32.2,5.3,25.8,10.5,10,1.1,9.1,25.9,17.6,54.4,9.7,47.88,24.99,2.45
E01002047,Haringey 027C,9.1,78.74,9.6,18.9,24.5,37,81.7,12.2,6.2,61,32.6,4.6,17.9,5.2,6.3,1,10.1,44,15.5,62.1,5.9,60.72,22.75,2.95
E01002048,Haringey 027D,8.75,73.86,15.1,17.5,26.2,26.1,81.3,11.8,6.9,58,33,7.2,19.2,6.6,11.7,1.2,8.4,38.2,14.7,61,9.2,56.11,21.89,2.27
E01002049,Haringey 026D,9.57,68.69,15.5,15.2,31.1,19.7,78.8,14.1,7.1,55.9,37.7,6,26,9.4,9.5,0.8,11.2,29.3,13.7,54.7,9.4,48.43,26.26,2.14
E01002050,Haringey 029A,6.81,53.14,36.8,15.8,17.1,17.1,88.3,8,3.6,41.1,43,12.4,30.1,13.6,11.4,0.5,8.7,19.7,16,57.6,6,36.99,20.16,1.66
E01002051,Haringey 029B,6.48,72.73,13.6,15,35.2,20.2,83.1,11.3,5.5,66.9,27.4,4,25,9.6,10.2,0.8,8,25.4,21,60.7,10.3,54.78,21.63,3.22
