LSOA11CD,LSOA11NM,crime_sum
E01003636,Newham 020E,220
E01003637,Newham 021D,100
E01003638,Redbridge 017A,132
E01003639,Redbridge 013A,224
E01003640,Redbridge 013B,130
E01003641,Redbridge 013C,118
E01003642,Redbridge 013D,87
E01003643,Redbridge 017B,84
E01003644,Redbridge 017C,65
E01003645,Redbridge 017D,331
E01003646,Redbridge 012A,181
E01003647,Redbridge 015A,88
E01003648,Redbridge 012B,64
E01003649,Redbridge 012C,66
E01003650,Redbridge 015B,108
E01003651,Redbridge 012D,63
E01003652,Redbridge 015C,59
E01003653,Redbridge 015D,244
E01003654,Redbridge 004A,85
E01003655,Redbridge 004B,97
E01003656,Redbridge 005A,138
E01003657,Redbridge 005B,125
E01003658,Redbridge 004C,127
E01003659,Redbridge 005C,93
E01003660,Redbridge 004D,70
E01003661,Redbridge 019A,61
E01003662,Redbridge 019B,209
E01003663,Redbridge 019C,84
E01003664,Redbridge 019D,77
E01003665,Redbridge 019E,68
E01003666,Redbridge 019F,187
E01003668,Redbridge 007A,158
E01003669,Redbridge 007B,142
E01003670,Redbridge 007C,73
E01003671,Redbridge 007D,51
E01003672,Redbridge 007E,84
E01003673,Redbridge 007F,79
E01003674,Redbridge 007G,234
E01003675,Redbridge 036A,183
E01003676,Redbridge 036B,71
E01003677,Redbridge 036C,153
E01003678,Redbridge 036D,70
E01003679,Redbridge 036E,70
E01003680,Redbridge 036F,76
E01003681,Redbridge 036G,140
E01003682,Redbridge 036H,72
E01003683,Redbridge 030A,91
E01003684,Redbridge 030B,69
E01003685,Redbridge 030C,98
E01003686,Redbridge 030D,137
E01003688,Redbridge 030F,144
E01003689,Redbridge 030G,1311
E01003690,Redbridge 035A,242
E01003691,Redbridge 035B,92
E01003692,Redbridge 035C,83
E01003693,Redbridge 035D,107
E01003694,Redbridge 035E,71
E01003695,Redbridge 035F,76
E01003696,Redbridge 035G,103
E01003697,Redbridge 035H,190
E01003698,Redbridge 006A,62
E01003699,Redbridge 006B,135
E01003700,Redbridge 006C,198
E01003701,Redbridge 006D,222
E01003702,Redbridge 006E,104
E01003703,Redbridge 006F,106
E01003704,Redbridge 006G,143
E01003705,Redbridge 010A,211
E01003706,Redbridge 010B,75
E01003707,Redbridge 008A,68
E01003708,Redbridge 008B,108
E01003709,Redbridge 008C,66
E01003710,Redbridge 008D,58
E01003711,Redbridge 010C,173
E01003712,Redbridge 010D,70
E01003713,Redbridge 034A,83
E01003714,Redbridge 034B,210
E01003715,Redbridge 034C,105
E01003716,Redbridge 034D,95
E01003718,Redbridge 034E,92
E01003719,Redbridge 034F,177
E01003720,Redbridge 002A,151
E01003721,Redbridge 003A,102
E01003722,Redbridge 002B,107
E01003723,Redbridge 002C,134
E01003724,Redbridge 003B,88
E01003725,Redbridge 003C,89
E01003726,Redbridge 002D,218
E01003727,Redbridge 003D,74
E01003728,Redbridge 032A,560
E01003729,Redbridge 032B,278
E01003730,Redbridge 032C,109
E01003731,Redbridge 033A,114
E01003732,Redbridge 032D,119
E01003733,Redbridge 032E,112
E01003734,Redbridge 033B,159
E01003735,Redbridge 033C,158
E01003736,Redbridge 033D,61
E01003737,Redbridge 031A,99
E01003738,Redbridge 031B,130
E01003739,Redbridge 031C,146
E01003740,Redbridge 031D,157
E01003741,Redbridge 031E,107
E01003742,Redbridge 031F,129
E01003743,Redbridge 031G,120
E01003744,Redbridge 001A,58
E01003745,Redbridge 001B,57
E01003746,Redbridge 001C,92
E01003747,Redbridge 001D,54
E01003748,Redbridge 001E,131
E01003749,Redbridge 001F,66
E01003750,Redbridge 001G,129
E01003751,Redbridge 020A,147
E01003752,Redbridge 023A,123
E01003753,Redbridge 020B,97
E01003754,Redbridge 020C,79
E01003755,Redbridge 023B,179
E01003756,Redbridge 023C,142
E01003757,Redbridge 020D,101
E01003758,Redbridge 023D,197
E01003759,Redbridge 009A,51
E01003760,Redbridge 009B,132
E01003761,Redbridge 009C,108
E01003762,Redbridge 009D,104
E01003763,Redbridge 009E,175
E01003764,Redbridge 009F,114
E01003765,Redbridge 009G,90
E01003766,Redbridge 024A,126
E01003767,Redbridge 024B,219
E01003768,Redbridge 024C,149
E01003769,Redbridge 022A,275
E01003770,Redbridge 022B,458
E01003771,Redbridge 022C,116
E01003772,Redbridge 024D,94
E01003773,Redbridge 022D,143
E01003774,Redbridge 014A,106
E01003775,Redbridge 014B,82
E01003776,Redbridge 014C,126
E01003777,Redbridge 014D,148
E01003778,Redbridge 014E,306
E01003779,Redbridge 014F,91
E01003780,Redbridge 014G,68
E01003781,Redbridge 026A,217
E01003782,Redbridge 026B,96
E01003783,Redbridge 029A,815
E01003784,Redbridge 029B,97
E01003785,Redbridge 029C,155
E01003786,Redbridge 026C,72
E01003787,Redbridge 026D,80
E01003788,Redbridge 029D,230
E01003789,Redbridge 018A,104
E01003790,Redbridge 027A,103
E01003791,Redbridge 027B,105
E01003792,Redbridge 027C,92
E01003793,Redbridge 027D,236
E01003794,Redbridge 018B,69
E01003795,Redbridge 018C,89
E01003796,Redbridge 018D,79
E01003797,Richmond upon Thames 001A,87
E01003798,Richmond upon Thames 001B,96
E01003799,Richmond upon Thames 001C,125
E01003800,Richmond upon Thames 001D,58
E01003801,Richmond upon Thames 001E,87
E01003802,Richmond upon Thames 001F,34
E01003803,Richmond upon Thames 001G,75
E01003804,Richmond upon Thames 005A,88
E01003805,Richmond upon Thames 012A,74
E01003806,Richmond upon Thames 012B,50
E01003807,Richmond upon Thames 005B,222
E01003808,Richmond upon Thames 005C,72
E01003809,Richmond upon Thames 005D,120
E01003810,Richmond upon Thames 019A,62
E01003811,Richmond upon Thames 018A,69
E01003812,Richmond upon Thames 018B,108
E01003813,Richmond upon Thames 019B,63
E01003814,Richmond upon Thames 019C,64
E01003815,Richmond upon Thames 019D,132
E01003816,Richmond upon Thames 012C,104
E01003817,Richmond upon Thames 012D,129
E01003818,Richmond upon Thames 017A,68
E01003819,Richmond upon Thames 017B,139
E01003820,Richmond upon Thames 017C,76
E01003821,Richmond upon Thames 008A,131
E01003822,Richmond upon Thames 023A,49
E01003823,Richmond upon Thames 023B,153
E01003824,Richmond upon Thames 023C,39
E01003825,Richmond upon Thames 023D,55
E01003826,Richmond upon Thames 023E,121
E01003827,Richmond upon Thames 023F,121
E01003828,Richmond upon Thames 020A,59
E01003829,Richmond upon Thames 020B,177
E01003830,Richmond upon Thames 020C,73
E01003831,Richmond upon Thames 020D,80
E01003832,Richmond upon Thames 020E,92
E01003833,Richmond upon Thames 020F,85
E01003834,Richmond upon Thames 022A,130
E01003835,Richmond upon Thames 022B,53
E01003836,Richmond upon Thames 022C,57
E01003837,Richmond upon Thames 022D,110
E01003838,Richmond upon Thames 022E,106
E01003839,Richmond upon Thames 022F,102
E01003840,Richmond upon Thames 013A,58
E01003841,Richmond upon Thames 013B,154
E01003842,Richmond upon Thames 013C,99
E01003843,Richmond upon Thames 013D,88
E01003844,Richmond upon Thames 013E,72
E01003845,Richmond upon Thames 013F,85
E01003846,Richmond upon Thames 002A,64
E01003847,Richmond upon Thames 002B,166
E01003848,Richmond upon Thames 004A,85
E01003849,Richmond upon Thames 002C,90
E01003851,Richmond upon Thames 002D,148
E01003852,Richmond upon Thames 003A,85
E01003853,Richmond upon Thames 003B,83
E01003854,Richmond upon Thames 003C,117
E01003855,Richmond upon Thames 003D,174
E01003856,Richmond upon Thames 003E,87
E01003857,Richmond upon Thames 003F,73
E01003858,Richmond upon Thames 003G,95
E01003859,Richmond upon Thames 005E,88
E01003860,Richmond upon Thames 002E,197
E01003861,Richmond upon Thames 004C,83
E01003862,Richmond upon Thames 004D,171
E01003863,Richmond upon Thames 004E,96
E01003864,Richmond upon Thames 002F,105
E01003865,Richmond upon Thames 004F,69
E01003866,Richmond upon Thames 007A,57
E01003867,Richmond upon Thames 011A,169
E01003868,Richmond upon Thames 007B,113
E01003869,Richmond upon Thames 011B,78
E01003870,Richmond upon Thames 011C,102
E01003871,Richmond upon Thames 007C,92
E01003872,Richmond upon Thames 007D,109
E01003873,Richmond upon Thames 006A,187
E01003874,Richmond upon Thames 006B,77
E01003875,Richmond upon Thames 006C,104
E01003876,Richmond upon Thames 008B,1040
E01003877,Richmond upon Thames 008C,67
E01003878,Richmond upon Thames 006D,153
E01003879,Richmond upon Thames 008D,60
E01003880,Richmond upon Thames 016A,69
E01003881,Richmond upon Thames 016B,55
E01003882,Richmond upon Thames 014A,131
E01003883,Richmond upon Thames 014B,77
E01003884,Richmond upon Thames 016C,105
E01003885,Richmond upon Thames 016D,65
E01003886,Richmond upon Thames 021A,111
E01003887,Richmond upon Thames 021B,105
E01003888,Richmond upon Thames 021C,177
E01003889,Richmond upon Thames 021D,76
E01003890,Richmond upon Thames 018C,42
E01003891,Richmond upon Thames 018D,85
E01003892,Richmond upon Thames 009A,66
E01003893,Richmond upon Thames 009B,64
E01003894,Richmond upon Thames 009C,76
E01003895,Richmond upon Thames 009D,118
E01003896,Richmond upon Thames 014C,383
E01003897,Richmond upon Thames 014D,218
E01003898,Richmond upon Thames 015A,89
E01003899,Richmond upon Thames 015B,89
E01003900,Richmond upon Thames 015C,121
E01003901,Richmond upon Thames 015D,44
E01003902,Richmond upon Thames 015E,40
E01003903,Richmond upon Thames 015F,137
E01003904,Richmond upon Thames 015G,69
E01003905,Richmond upon Thames 010A,50
E01003906,Richmond upon Thames 010B,90
E01003907,Richmond upon Thames 010C,113
E01003908,Richmond upon Thames 010D,75
E01003909,Richmond upon Thames 010E,186
E01003910,Richmond upon Thames 011D,46
E01003911,Southwark 020A,141
E01003912,Southwark 019A,75
E01003913,Southwark 024A,411
E01003914,Southwark 024B,141
E01003915,Southwark 024C,139
E01003916,Southwark 020B,181
E01003917,Southwark 020C,141
E01003918,Southwark 020D,152
E01003919,Southwark 021A,188
E01003920,Southwark 021B,157
E01003921,Southwark 021C,541
E01003922,Southwark 021D,288
E01003923,Southwark 017A,187
E01003924,Southwark 021E,150
E01003925,Southwark 020E,133
E01003926,Southwark 021F,140
E01003927,Southwark 002A,794
E01003929,Southwark 002B,1214
E01003930,Southwark 034A,166
E01003932,Southwark 034B,327
E01003933,Southwark 034C,293
E01003934,Southwark 002C,609
E01003935,Southwark 002D,316
E01003936,Southwark 009A,101
E01003937,Southwark 009B,261
E01003938,Southwark 006A,111
E01003939,Southwark 002E,974
E01003940,Southwark 006B,95
E01003941,Southwark 006C,198
E01003942,Southwark 006D,162
E01003943,Southwark 009C,103
E01003945,Southwark 033A,119
E01003946,Southwark 033B,146
E01003947,Southwark 033C,98
E01003948,Southwark 033D,124
E01003949,Southwark 032A,113
E01003950,Southwark 032B,104
E01003951,Southwark 033E,173
E01003952,Southwark 030A,213
E01003953,Southwark 028A,222
E01003954,Southwark 030B,66
E01003955,Southwark 028B,96
E01003956,Southwark 030C,54
E01003957,Southwark 032C,82
E01003958,Southwark 032D,106
E01003960,Southwark 012A,161
E01003961,Southwark 012B,219
E01003963,Southwark 016A,125
E01003964,Southwark 015A,446
E01003966,Southwark 015B,227
E01003967,Southwark 016B,50
E01003968,Southwark 015C,139
E01003969,Southwark 017B,410
E01003970,Southwark 016C,118
E01003971,Southwark 015D,182
E01003972,Southwark 016D,160
E01003973,Southwark 016E,219
E01003974,Southwark 015E,93
E01003975,Southwark 004A,124
E01003976,Southwark 003A,227
E01003977,Southwark 010A,122
E01003978,Southwark 004B,202
E01003979,Southwark 006E,251
E01003980,Southwark 013A,282
E01003981,Southwark 006F,553
E01003983,Southwark 018A,98
E01003984,Southwark 023A,233
E01003986,Southwark 011A,151
E01003987,Southwark 011B,115
E01003988,Southwark 018B,339
E01003989,Southwark 018C,259
E01003990,Southwark 018D,143
E01003991,Southwark 017C,80
E01003992,Southwark 014A,89
E01003993,Southwark 017D,113
E01003994,Southwark 012E,356
E01003995,Southwark 014B,114
E01003997,Southwark 017E,99
E01003998,Southwark 014D,151
E01003999,Southwark 014E,85
E01004000,Southwark 026A,139
E01004001,Southwark 026B,115
E01004002,Southwark 029A,74
E01004003,Southwark 023B,218
E01004004,Southwark 023C,220
E01004005,Southwark 023D,331
E01004006,Southwark 023E,139
E01004007,Southwark 018E,87
E01004008,Southwark 022B,222
E01004010,Southwark 022D,436
E01004011,Southwark 019B,166
E01004012,Southwark 019C,165
E01004013,Southwark 019D,111
E01004014,Southwark 019E,131
E01004015,Southwark 028C,151
E01004016,Southwark 029B,121
E01004017,Southwark 029C,77
E01004018,Southwark 032E,98
E01004019,Southwark 026C,200
E01004020,Southwark 029D,102
E01004021,Southwark 028D,169
E01004022,Southwark 004C,405
E01004023,Southwark 004D,246
E01004024,Southwark 011C,129
E01004027,Southwark 003E,1139
E01004028,Southwark 004E,203
E01004029,Southwark 001A,70
E01004030,Southwark 007A,114
E01004031,Southwark 007B,761
E01004032,Southwark 001B,87
E01004033,Southwark 007C,230
E01004034,Southwark 007D,129
E01004035,Southwark 011D,158
E01004036,Southwark 007E,190
E01004037,Southwark 010B,169
E01004038,Southwark 010C,201
E01004039,Southwark 013B,92
E01004040,Southwark 013C,313
E01004041,Southwark 013D,104
E01004042,Southwark 010D,277
E01004043,Southwark 010E,113
E01004044,Southwark 013E,104
E01004045,Southwark 027A,59
E01004046,Southwark 028E,103
E01004047,Southwark 027B,74
E01004048,Southwark 027C,157
E01004049,Southwark 027D,70
E01004050,Southwark 024D,87
E01004051,Southwark 027E,68
E01004052,Southwark 024E,135
E01004053,Southwark 001C,99
E01004054,Southwark 001D,106
E01004055,Southwark 001E,88
E01004056,Southwark 008A,82
E01004057,Southwark 008B,103
E01004058,Southwark 008C,77
E01004059,Southwark 008D,206
E01004060,Southwark 008E,135
E01004061,Southwark 025A,201
E01004062,Southwark 025B,517
E01004063,Southwark 025C,246
E01004064,Southwark 026D,194
E01004065,Southwark 025D,79
E01004066,Southwark 025E,157
E01004067,Southwark 022E,1079
E01004068,Southwark 026E,195
E01004069,Southwark 031A,163
E01004070,Southwark 031B,138
E01004071,Southwark 030D,87
E01004072,Southwark 030E,98
E01004073,Southwark 031C,91
E01004074,Southwark 031D,224
E01004075,Southwark 031E,176
E01004076,Sutton 011A,281
E01004077,Sutton 011B,76
E01004078,Sutton 011C,120
E01004079,Sutton 011D,41
E01004080,Sutton 011E,65
E01004081,Sutton 011F,73
E01004082,Sutton 011G,36
E01004083,Sutton 019A,89
E01004084,Sutton 024A,45
E01004085,Sutton 024B,70
E01004086,Sutton 019B,128
E01004087,Sutton 017A,28
E01004088,Sutton 019C,188
E01004089,Sutton 019D,122
E01004090,Sutton 021A,89
E01004091,Sutton 022A,42
E01004092,Sutton 022B,53
E01004093,Sutton 025A,42
E01004094,Sutton 025B,55
E01004095,Sutton 025C,33
E01004096,Sutton 021B,53
E01004097,Sutton 015A,33
E01004098,Sutton 015B,29
E01004099,Sutton 015C,143
E01004100,Sutton 015D,143
E01004101,Sutton 013A,52
E01004102,Sutton 015E,100
E01004103,Sutton 013B,43
E01004104,Sutton 020A,50
E01004105,Sutton 022C,64
E01004106,Sutton 022D,45
E01004107,Sutton 020B,68
E01004108,Sutton 024C,98
E01004109,Sutton 024D,60
E01004110,Sutton 016A,92
E01004111,Sutton 016B,80
E01004112,Sutton 016C,56
E01004114,Sutton 025D,69
E01004115,Sutton 009A,98
E01004116,Sutton 008A,51
E01004117,Sutton 006A,45
E01004118,Sutton 009B,116
E01004119,Sutton 009C,149
E01004120,Sutton 016D,60
E01004121,Sutton 006B,124
E01004122,Sutton 008B,39
E01004123,Sutton 002A,233
E01004124,Sutton 002B,82
E01004125,Sutton 001A,99
E01004126,Sutton 002C,72
E01004127,Sutton 005A,104
E01004128,Sutton 002D,159
E01004129,Sutton 002E,186
E01004130,Sutton 003A,175
E01004131,Sutton 003B,63
E01004132,Sutton 009D,37
E01004133,Sutton 009E,42
E01004134,Sutton 003C,95
E01004135,Sutton 003D,63
E01004136,Sutton 003E,55
E01004137,Sutton 012A,212
E01004138,Sutton 013C,90
E01004139,Sutton 013D,65
E01004140,Sutton 012B,140
E01004141,Sutton 012C,116
E01004142,Sutton 012D,1331
E01004143,Sutton 014A,58
E01004144,Sutton 007A,79
E01004145,Sutton 007B,99
E01004146,Sutton 007C,106
E01004147,Sutton 007D,75
E01004148,Sutton 014B,82
E01004149,Sutton 012E,57
E01004150,Sutton 021C,90
E01004151,Sutton 021D,65
E01004152,Sutton 018A,122
E01004153,Sutton 021E,70
E01004154,Sutton 022E,31
E01004155,Sutton 018B,60
E01004156,Sutton 018C,89
E01004157,Sutton 016E,25
E01004158,Sutton 018D,50
E01004159,Sutton 014C,56
E01004160,Sutton 014D,53
E01004161,Sutton 014E,59
E01004162,Sutton 018E,74
E01004163,Sutton 005B,102
E01004164,Sutton 004A,115
E01004165,Sutton 005C,104
E01004166,Sutton 004B,81
E01004167,Sutton 005D,101
E01004168,Sutton 013E,59
E01004169,Sutton 004C,70
E01004170,Sutton 017B,157
E01004171,Sutton 010A,74
E01004172,Sutton 010B,133
E01004173,Sutton 010C,58
E01004174,Sutton 017C,87
E01004175,Sutton 010D,56
E01004176,Sutton 010E,85
E01004177,Sutton 020C,63
E01004178,Sutton 017D,296
E01004179,Sutton 017E,55
E01004180,Sutton 020D,45
E01004181,Sutton 020E,62
E01004182,Sutton 019E,92
E01004183,Sutton 001B,154
E01004184,Sutton 001C,94
E01004185,Sutton 001D,153
E01004186,Sutton 004D,74
E01004187,Sutton 005E,85
E01004188,Sutton 004E,111
E01004189,Sutton 001E,127
E01004190,Sutton 008C,38
E01004191,Sutton 008D,116
E01004192,Sutton 006C,74
E01004193,Sutton 006D,123
E01004194,Sutton 008E,80
E01004195,Sutton 006E,73
E01004196,Sutton 008F,67
E01004197,Tower Hamlets 002A,493
E01004198,Tower Hamlets 002B,238
E01004199,Tower Hamlets 002C,167
E01004200,Tower Hamlets 005A,134
E01004201,Tower Hamlets 002D,147
E01004202,Tower Hamlets 005B,291
E01004203,Tower Hamlets 005C,413
E01004204,Tower Hamlets 005D,151
E01004205,Tower Hamlets 013A,200
E01004206,Tower Hamlets 013B,165
E01004207,Tower Hamlets 011A,172
E01004208,Tower Hamlets 013C,692
E01004209,Tower Hamlets 011B,119
E01004211,Tower Hamlets 013D,409
E01004212,Tower Hamlets 011D,276
E01004214,Tower Hamlets 030A,60
E01004215,Tower Hamlets 028A,400
E01004216,Tower Hamlets 030B,81
E01004217,Tower Hamlets 030C,146
E01004218,Tower Hamlets 030D,104
E01004219,Tower Hamlets 028B,263
E01004221,Tower Hamlets 028D,163
E01004222,Tower Hamlets 001A,260
E01004223,Tower Hamlets 001B,165
E01004224,Tower Hamlets 001C,312
E01004225,Tower Hamlets 004A,185
E01004226,Tower Hamlets 001D,320
E01004228,Tower Hamlets 003A,139
E01004229,Tower Hamlets 004C,135
E01004230,Tower Hamlets 003B,155
E01004231,Tower Hamlets 004D,274
E01004232,Tower Hamlets 003C,309
E01004233,Tower Hamlets 003D,117
E01004234,Tower Hamlets 003E,349
E01004235,Tower Hamlets 008A,54
E01004236,Tower Hamlets 008B,129
E01004237,Tower Hamlets 008C,156
E01004238,Tower Hamlets 008D,506
E01004239,Tower Hamlets 008E,154
E01004240,Tower Hamlets 012A,111
E01004241,Tower Hamlets 012B,114
E01004242,Tower Hamlets 012C,414
E01004243,Tower Hamlets 020A,98
E01004244,Tower Hamlets 020B,258
E01004245,Tower Hamlets 018A,123
E01004246,Tower Hamlets 018B,257
E01004247,Tower Hamlets 020C,388
E01004248,Tower Hamlets 018C,153
E01004249,Tower Hamlets 018D,199
E01004250,Tower Hamlets 020D,200
E01004251,Tower Hamlets 023A,245
E01004252,Tower Hamlets 024A,281
E01004253,Tower Hamlets 024B,210
E01004254,Tower Hamlets 023B,327
E01004255,Tower Hamlets 023C,190
E01004256,Tower Hamlets 024C,200
E01004257,Tower Hamlets 024D,182
E01004258,Tower Hamlets 023D,97
E01004259,Tower Hamlets 007A,418
E01004260,Tower Hamlets 007B,169
E01004261,Tower Hamlets 010A,258
E01004262,Tower Hamlets 010B,421
E01004263,Tower Hamlets 007C,91
E01004264,Tower Hamlets 010C,133
E01004266,Tower Hamlets 007D,94
E01004267,Tower Hamlets 012D,291
E01004268,Tower Hamlets 012E,126
E01004269,Tower Hamlets 014A,336
E01004270,Tower Hamlets 014B,330
E01004271,Tower Hamlets 014C,126
E01004272,Tower Hamlets 014D,202
E01004273,Tower Hamlets 014E,227
E01004274,Tower Hamlets 031A,82
E01004275,Tower Hamlets 031B,95
E01004276,Tower Hamlets 031C,51
E01004277,Tower Hamlets 033A,529
E01004280,Tower Hamlets 032A,93
E01004281,Tower Hamlets 031D,61
E01004283,Tower Hamlets 016A,153
E01004284,Tower Hamlets 019A,283
E01004285,Tower Hamlets 019B,157
E01004286,Tower Hamlets 019C,284
E01004287,Tower Hamlets 016B,123
E01004288,Tower Hamlets 019D,141
E01004289,Tower Hamlets 016C,137
E01004290,Tower Hamlets 016D,228
E01004291,Tower Hamlets 027A,124
E01004292,Tower Hamlets 026A,73
E01004293,Tower Hamlets 027B,471
E01004294,Tower Hamlets 026B,329
E01004295,Tower Hamlets 026C,136
E01004296,Tower Hamlets 026D,210
E01004297,Tower Hamlets 027C,99
E01004298,Tower Hamlets 022A,195
E01004300,Tower Hamlets 022B,98
E01004301,Tower Hamlets 025B,99
E01004302,Tower Hamlets 025C,161
E01004303,Tower Hamlets 025D,251
E01004304,Tower Hamlets 022C,234
E01004305,Tower Hamlets 022D,158
E01004306,Tower Hamlets 015A,356
E01004307,Tower Hamlets 015B,875
E01004308,Tower Hamlets 015C,166
E01004309,Tower Hamlets 015D,757
E01004310,Tower Hamlets 015E,370
E01004311,Tower Hamlets 006A,238
E01004312,Tower Hamlets 009A,123
E01004313,Tower Hamlets 009B,255
E01004314,Tower Hamlets 006B,212
E01004315,Tower Hamlets 006C,385
E01004316,Tower Hamlets 009C,195
E01004317,Tower Hamlets 009D,897
E01004318,Tower Hamlets 006D,197
E01004319,Tower Hamlets 021A,190
E01004321,Tower Hamlets 021C,354
E01004322,Tower Hamlets 017A,365
E01004323,Tower Hamlets 017B,183
E01004324,Tower Hamlets 017C,94
E01004325,Tower Hamlets 021D,558
E01004326,Tower Hamlets 017D,284
E01004327,Waltham Forest 028A,98
E01004328,Waltham Forest 028B,134
E01004329,Waltham Forest 028C,120
E01004330,Waltham Forest 028D,48
E01004331,Waltham Forest 028E,81
E01004332,Waltham Forest 028F,153
E01004333,Waltham Forest 024A,127
E01004334,Waltham Forest 024B,141
E01004335,Waltham Forest 027A,183
E01004336,Waltham Forest 026A,168
E01004337,Waltham Forest 027B,120
E01004338,Waltham Forest 027C,83
E01004339,Waltham Forest 027D,127
E01004340,Waltham Forest 027E,140
E01004341,Waltham Forest 027F,248
E01004342,Waltham Forest 011A,255
E01004343,Waltham Forest 008A,81
E01004344,Waltham Forest 008B,178
E01004345,Waltham Forest 010A,127
E01004346,Waltham Forest 011B,100
E01004347,Waltham Forest 011C,109
E01004348,Waltham Forest 010B,376
E01004349,Waltham Forest 001A,99
E01004350,Waltham Forest 001B,155
E01004351,Waltham Forest 001C,82
E01004352,Waltham Forest 002A,165
E01004353,Waltham Forest 002B,75
E01004354,Waltham Forest 002C,234
E01004355,Waltham Forest 004A,116
E01004356,Waltham Forest 001D,84
E01004357,Waltham Forest 001E,85
E01004358,Waltham Forest 002D,112
E01004359,Waltham Forest 002E,74
E01004360,Waltham Forest 004B,45
E01004361,Waltham Forest 005A,57
E01004362,Waltham Forest 021A,99
E01004363,Waltham Forest 019A,240
E01004364,Waltham Forest 019B,143
E01004365,Waltham Forest 020A,285
E01004366,Waltham Forest 019C,110
E01004367,Waltham Forest 019D,211
E01004368,Waltham Forest 019E,141
E01004369,Waltham Forest 023A,113
E01004370,Waltham Forest 023B,156
E01004371,Waltham Forest 025A,98
E01004372,Waltham Forest 023C,77
E01004373,Waltham Forest 025B,111
E01004374,Waltham Forest 025C,114
E01004375,Waltham Forest 025D,112
E01004376,Waltham Forest 025E,119
E01004377,Waltham Forest 010C,135
E01004378,Waltham Forest 010D,120
E01004379,Waltham Forest 007A,110
E01004380,Waltham Forest 007B,102
E01004381,Waltham Forest 007C,173
E01004382,Waltham Forest 008C,71
E01004383,Waltham Forest 007D,84
E01004384,Waltham Forest 003A,176
E01004385,Waltham Forest 003B,105
E01004386,Waltham Forest 003C,70
E01004387,Waltham Forest 007E,36
E01004388,Waltham Forest 007F,141
E01004389,Waltham Forest 003D,119
E01004390,Waltham Forest 003E,95
E01004391,Waltham Forest 014A,160
E01004392,Waltham Forest 017A,569
E01004393,Waltham Forest 014B,177
E01004394,Waltham Forest 017B,131
E01004395,Waltham Forest 018A,90
E01004396,Waltham Forest 012A,74
E01004397,Waltham Forest 017C,1297
E01004398,Waltham Forest 009A,111
E01004399,Waltham Forest 009B,132
E01004400,Waltham Forest 009C,168
E01004401,Waltham Forest 014C,225
E01004402,Waltham Forest 009D,83
E01004403,Waltham Forest 009E,165
E01004404,Waltham Forest 014D,163
E01004405,Waltham Forest 020B,209
E01004406,Waltham Forest 016A,129
E01004407,Waltham Forest 013A,152
E01004408,Waltham Forest 016B,128
E01004409,Waltham Forest 016C,223
E01004410,Waltham Forest 013B,207
E01004411,Waltham Forest 016D,127
E01004412,Waltham Forest 015A,131
E01004413,Waltham Forest 004C,112
E01004414,Waltham Forest 005B,151
E01004415,Waltham Forest 004D,88
E01004416,Waltham Forest 004E,94
E01004417,Waltham Forest 005C,134
E01004418,Waltham Forest 008D,107
E01004419,Waltham Forest 008E,89
E01004420,Waltham Forest 020C,392
E01004421,Waltham Forest 018B,113
E01004422,Waltham Forest 022A,308
E01004423,Waltham Forest 020D,139
E01004424,Waltham Forest 022B,270
E01004425,Waltham Forest 022C,166
E01004426,Waltham Forest 022D,84
E01004427,Waltham Forest 022E,121
E01004428,Waltham Forest 026B,145
E01004429,Waltham Forest 026C,160
E01004430,Waltham Forest 026D,517
E01004432,Waltham Forest 023D,103
E01004434,Waltham Forest 026E,207
E01004435,Waltham Forest 023E,204
E01004436,Waltham Forest 021B,189
E01004437,Waltham Forest 021C,113
E01004438,Waltham Forest 024C,500
E01004439,Waltham Forest 021D,128
E01004440,Waltham Forest 024D,230
E01004441,Waltham Forest 024E,74
E01004442,Waltham Forest 021E,56
E01004443,Waltham Forest 016E,169
E01004444,Waltham Forest 017D,259
E01004445,Waltham Forest 018C,111
E01004446,Waltham Forest 017E,131
E01004447,Waltham Forest 016F,90
E01004448,Waltham Forest 018D,322
E01004449,Waltham Forest 018E,160
E01004450,Waltham Forest 006A,71
E01004451,Waltham Forest 005D,61
E01004452,Waltham Forest 005E,221
E01004453,Waltham Forest 006B,181
E01004454,Waltham Forest 006C,96
E01004455,Waltham Forest 006D,506
E01004456,Waltham Forest 006E,253
E01004457,Waltham Forest 012B,111
E01004458,Waltham Forest 012C,134
E01004459,Waltham Forest 012D,79
E01004460,Waltham Forest 011D,276
E01004461,Waltham Forest 014E,127
E01004462,Waltham Forest 011E,185
E01004463,Waltham Forest 012E,95
E01004464,Waltham Forest 013C,216
E01004465,Waltham Forest 015B,64
E01004466,Waltham Forest 015C,108
E01004467,Waltham Forest 015D,181
E01004468,Waltham Forest 015E,134
E01004469,Waltham Forest 013D,122
E01004470,Waltham Forest 013E,182
E01004471,Waltham Forest 013F,87
E01004472,Wandsworth 021A,107
E01004473,Wandsworth 026A,83
E01004474,Wandsworth 021B,487
E01004475,Wandsworth 026B,65
E01004476,Wandsworth 021C,290
E01004477,Wandsworth 017A,90
E01004478,Wandsworth 017B,61
E01004479,Wandsworth 017C,71
E01004480,Wandsworth 026C,114
E01004481,Wandsworth 029A,153
E01004482,Wandsworth 030A,97
E01004483,Wandsworth 026D,96
E01004484,Wandsworth 026E,78
E01004485,Wandsworth 030B,140
