FID,LSOA11CD,LSOA11NM,area,Census_Population_All_Ages,Population_Density,house_price,Unemployment_Rate,qualification4,Mean_Household_Income,sumarea,agvarea,count,Greenlandr,greratepre,Arson_and_Criminal_Damage,Burglary,Drug_Offences,Miscellaneous_Crimes_Against_Society,Possession_of_Weapons,Public_Order_Offences,Robbery,Theft,Vehicle_Offences,Violence_Against_the_Person,总计,分组
145,E01000150,Barnet 036A,463712.3311,2060,46.47,224000,7.05,547,36188.3,25139.2743,25139.2743,1,0.054213081,12.20353121,6,23,4,0,0,1,3,51,40,27,155,1
146,E01000151,Barnet 026B,142819.9699,1711,14.22,200000,13.76,294,25214.86,0,0,0,0,0,24,19,31,10,5,16,12,32,35,55,239,1
147,E01000152,Barnet 026C,180545.0123,1729,18.49,174500,12.15,260,26720.17,10083.8467,5041.92335,2,0.055852259,5.832184326,8,17,7,3,4,7,3,13,36,39,137,1
148,E01000153,Barnet 026D,165884.9489,1541,16.5,228750,10.46,263,27696.79,40170.9021,13390.3007,3,0.242161223,26.06807404,16,18,9,0,1,7,1,10,37,51,150,1
149,E01000154,Barnet 026E,133192.9187,1360,13.49,215000,9.25,265,26170.23,0,0,0,0,0,11,13,8,3,1,5,4,18,37,45,145,1
150,E01000155,Barnet 030D,296131.31,1880,29.05,209000,6.64,562,33295.05,4938.2595,2469.12975,2,0.016675911,2.626733777,29,22,15,3,2,19,8,54,48,93,293,1
151,E01000156,Barnet 022A,178557.5026,1875,18,307500,4.97,765,48360.88,0,0,0,0,0,7,24,5,4,0,8,3,9,28,20,108,2
152,E01000157,Barnet 022B,123572.1556,1541,12.59,207000,7.06,559,39311.3,0,0,0,0,0,4,8,0,1,0,1,2,4,17,24,61,1
153,E01000158,Barnet 015A,270064.1282,1470,27.04,258250,7.13,452,40171.23,52077.3132,52077.3132,1,0.192833138,35.42674367,12,14,3,1,1,10,9,10,23,39,122,1
154,E01000159,Barnet 015B,496498.9491,1777,49.34,495000,7.86,533,42276.72,123358.503,61679.2515,2,0.248456725,69.41952898,8,13,5,1,0,3,5,10,31,22,98,1
155,E01000160,Barnet 015C,302250.1461,2061,30.25,310000,4.39,858,53257.31,0,0,0,0,0,21,29,5,0,1,14,17,54,60,57,258,2
156,E01000161,Barnet 015D,239141.4328,1821,24.25,250000,4.9,616,40177.3,0,0,0,0,0,20,27,3,2,1,12,8,22,50,29,174,1
157,E01000162,Barnet 015E,183539.7372,1599,18.23,378000,7.76,409,39405.95,440.7391,440.7391,1,0.002401328,0.275634209,16,23,3,2,2,10,10,25,28,42,161,1
158,E01000163,Barnet 022C,196855.6315,1558,19.14,171000,11.51,388,32192.18,12753.2189,12753.2189,1,0.064784628,8.185634724,9,10,2,4,0,4,0,11,24,27,91,1
159,E01000164,Barnet 022D,550812.4748,1686,54.7,261500,8.55,438,34318.43,153366.4959,51122.1653,3,0.27843686,90.96470694,10,5,8,7,3,12,3,176,54,40,318,1
160,E01000165,Barnet 022E,188847.9026,1862,18.52,369000,6.12,608,44154.94,1942.3487,971.17435,2,0.010285254,1.043151826,8,11,4,0,0,5,1,5,41,32,107,1
161,E01000166,Barnet 003A,374743.6474,1582,36.97,326000,6.22,462,41934.37,115973.076,38657.692,3,0.309473094,73.30788622,6,19,3,1,1,1,0,4,18,21,74,1
162,E01000167,Barnet 002A,599590.9463,1307,60.19,225000,7.77,265,34465.75,241147.5785,80382.52617,3,0.402186824,184.5046507,12,7,4,2,0,8,0,7,21,25,86,1
163,E01000168,Barnet 003B,312452.9544,1564,31.39,407500,4.66,499,60097.01,0,0,0,0,0,4,23,0,0,0,3,0,5,31,14,80,2
164,E01000169,Barnet 003C,237445.1937,1490,23.85,275000,4.68,499,45002.06,3855.2279,3855.2279,1,0.016236285,2.587401275,6,10,1,0,0,2,0,5,32,20,76,1
165,E01000170,Barnet 006A,296332.7823,1636,29.65,249000,6.52,406,38395.83,843.5377,843.5377,1,0.002846589,0.515609841,6,11,4,2,0,9,4,14,24,37,111,1
166,E01000171,Barnet 006B,332864.7871,1849,33.3,200000,7.69,564,36279.51,32443.5858,16221.7929,2,0.097467762,17.54655803,18,19,5,5,0,18,4,61,49,60,239,1
167,E01000172,Barnet 003D,545540.2227,1677,54.38,352497.5,5.15,543,50200.88,30152.328,10050.776,3,0.055270586,17.97992129,1,14,1,2,5,2,0,4,18,21,68,2
168,E01000173,Barnet 006C,367026.735,1719,36.57,372500,4.69,486,48296.13,90456.1698,45228.0849,2,0.246456623,52.62139023,3,18,0,1,0,8,1,11,28,15,85,1
169,E01000174,Barnet 006D,187622.1643,1728,18.85,270000,9.12,431,37349.38,6865.466,6865.466,1,0.036591977,3.973070602,13,16,3,1,0,8,6,42,18,39,146,1
170,E01000175,Barnet 006E,502837.7397,1585,50.08,348500,6.73,512,51978.08,209274.9069,41854.98138,5,0.416187749,132.0346416,4,16,4,1,0,7,2,4,10,15,63,1
171,E01000176,Barnet 027A,221918.2681,1613,21.97,321000,7.81,403,33281.32,0,0,0,0,0,6,14,2,2,2,1,1,6,15,18,67,1
172,E01000177,Barnet 029A,168025.1789,1628,16.87,340000,3.48,797,54454.51,4118.0273,2059.01365,2,0.024508394,2.529500799,11,11,0,0,1,0,4,4,17,8,56,2
173,E01000178,Barnet 027B,419790.6571,1791,41.75,509000,3.49,716,52135.18,123382.1194,41127.37313,3,0.293913448,68.89007225,13,19,0,1,1,0,4,14,21,15,88,2
174,E01000179,Barnet 029B,143696.9524,1614,14.38,315000,3.99,804,52005.46,0,0,0,0,0,1,7,3,0,2,5,0,10,23,18,69,2
175,E01000180,Barnet 029C,169899.2448,1607,17.07,332500,4.22,624,41027.08,324.6127,324.6127,1,0.001910619,0.201999191,5,14,1,1,0,6,2,8,28,35,100,2
176,E01000181,Barnet 029D,145350.4787,1711,14.31,685000,4.97,845,61776.17,0,0,0,0,0,7,16,2,4,1,3,20,53,23,15,144,2
177,E01000182,Barnet 029E,216745.9025,1691,21.93,514000,4,877,58841.33,52768.7321,52768.7321,1,0.24345896,31.20563696,10,26,1,2,2,7,15,23,33,39,158,2
178,E01000183,Barnet 033A,228244.1528,1473,23.12,337500,2.85,691,60789.45,828.2735,828.2735,1,0.003628893,0.562303802,0,21,0,1,1,2,1,9,14,11,60,2
179,E01000184,Barnet 027C,682759.7677,1414,68.6,225000,9.37,305,31959.05,465513.4466,155171.1489,3,0.681811478,329.2174304,11,14,3,1,1,5,2,11,27,23,98,1
180,E01000185,Barnet 029F,118980.0189,1447,12.36,202000,12.24,373,28701.79,20085.4286,20085.4286,1,0.168813459,13.88073849,9,6,3,1,1,3,2,5,18,28,76,1
181,E01000186,Barnet 014A,249816.6033,1612,25.49,486250,3.9,487,62119.95,0,0,0,0,0,5,14,2,1,0,4,0,5,9,13,53,2
182,E01000187,Barnet 014B,213134.5354,1657,21.57,395000,6.45,416,42228.97,0,0,0,0,0,5,7,1,1,0,8,1,13,7,21,64,1
183,E01000188,Barnet 014C,3201227.332,1554,318.92,592500,2.97,510,64562.31,175514.0231,87757.01155,2,0.054827104,112.9433868,5,24,1,0,0,8,2,69,19,19,147,2
184,E01000189,Barnet 014D,163491.1719,1814,16.21,271500,14.55,328,26703.86,0,0,0,0,0,13,6,0,2,0,6,2,9,6,36,80,1
185,E01000190,Barnet 014E,244734.4611,1579,24.82,465000,4.64,484,55604.89,8310.3698,8310.3698,1,0.03395668,5.263058771,7,20,1,0,0,3,2,5,9,19,66,2
186,E01000191,Barnet 014F,257936.2745,1525,25.43,499950,4.42,520,60040.48,355.3981,355.3981,1,0.001377852,0.233047934,5,18,1,0,0,5,2,5,5,10,51,2
187,E01000192,Barnet 018A,283896.6436,1850,28.4,307500,5.33,564,43858.18,0,0,0,0,0,17,24,4,5,1,33,9,104,18,65,280,1
188,E01000193,Barnet 018B,303296.5766,1709,30.4,420000,4.98,533,46787.14,21918.5848,10959.2924,2,0.072267828,12.82538607,19,18,6,8,0,24,11,248,35,74,443,2
189,E01000194,Barnet 018C,331613.8725,1640,33.24,319500,6.61,455,37241.82,2697.3909,2697.3909,1,0.008134132,1.644750549,20,33,3,5,1,11,9,40,38,60,220,1
190,E01000195,Barnet 013A,307149.4097,1788,31.52,175000,10.48,324,30486.42,0,0,0,0,0,15,11,5,0,1,9,0,95,33,41,210,1
191,E01000196,Barnet 028A,246181.5822,1802,24.58,323750,5.89,765,42043.92,25357.7108,25357.7108,1,0.103004094,14.07198158,13,33,4,4,3,19,10,57,22,49,214,2
192,E01000197,Barnet 023A,278952.6805,1830,27.7,400000,6.26,725,46650.37,37256.7399,12418.9133,3,0.133559354,20.35887426,4,21,4,1,1,4,6,10,32,38,121,2
193,E01000198,Barnet 025A,330445.3214,1893,32.93,482500,3.18,691,54617.81,40312.9358,20156.4679,2,0.121995783,21.29579282,5,15,1,2,0,1,0,8,19,23,74,2
194,E01000199,Barnet 025B,334632.8028,1617,33.81,472500,3.22,655,63631.02,30030.0832,10010.02773,3,0.089740405,18.57148002,7,15,1,1,0,5,0,4,18,17,68,2
195,E01000200,Barnet 028B,275270.2371,1845,27.8,318000,5.23,745,55222.67,21778.1938,21778.1938,1,0.079115687,11.80389908,10,20,4,0,0,3,1,4,34,18,94,2
196,E01000201,Barnet 028C,393131.7303,1531,39.36,1170000,4.19,584,74514.46,4399.2923,4399.2923,1,0.011190377,2.873476355,2,27,3,0,0,1,1,6,28,12,80,2
197,E01000202,Barnet 028D,225855.3442,1751,22.6,352500,3.88,746,63147.87,0,0,0,0,0,4,23,1,2,0,1,0,4,17,8,60,2
198,E01000203,Barnet 028E,302668.0083,1718,30.53,377500,7.37,537,40473.65,0,0,0,0,0,5,20,7,3,1,4,5,6,21,20,92,1
199,E01000204,Barnet 025C,321947.8394,1728,31.65,340000,5.97,761,57149.43,10008.3047,3336.101567,3,0.031086727,5.791842998,5,17,3,0,2,9,2,21,30,20,109,2
200,E01000205,Barnet 035A,378946.0634,1522,38.04,575000,3.67,656,70782.86,61244.063,15311.01575,4,0.161616834,40.23920039,2,32,1,2,0,2,0,5,36,25,105,2
201,E01000206,Barnet 033B,1321795.748,1576,132.12,3175000,4.58,636,106845.6,273123.9094,34140.48868,8,0.206630949,173.301973,4,22,1,2,0,5,8,8,59,16,125,2
202,E01000207,Barnet 033C,344623.0388,1583,34.68,1205000,3.89,693,79329.33,41403.1901,10350.79753,4,0.120140517,26.15488951,10,21,0,0,0,2,2,26,19,6,86,2
203,E01000208,Barnet 033D,407421.2972,1594,40.69,570000,3.68,749,71119.54,11030.0143,5515.00715,2,0.027072748,6.919707842,4,23,0,2,0,4,1,10,25,20,89,2
204,E01000209,Barnet 035B,401134.2981,1563,40.13,665000,3.13,798,70645.93,47915.497,15971.83233,3,0.119450013,30.65610813,11,14,2,0,0,4,1,6,33,20,91,2
205,E01000210,Barnet 033E,501392.9924,1548,49.63,352500,3.2,716,69664.87,173843.5253,86921.76265,2,0.346721091,112.3020189,13,16,3,0,0,3,1,9,23,17,85,2
206,E01000211,Barnet 035C,277034.9746,2014,27.42,342500,6.35,774,39980.2,36261.5741,36261.5741,1,0.130891683,18.00475377,15,41,3,1,0,8,3,126,27,41,265,2
207,E01000212,Barnet 035D,345104.8145,1428,34.78,600000,2.3,714,73891.97,22925.7719,22925.7719,1,0.06643133,16.05446211,7,9,0,2,0,4,0,9,27,13,71,2
208,E01000213,Barnet 033F,427796.6174,1438,42.47,2193750,3.33,601,98526.7,39405.8758,39405.8758,1,0.092113575,27.4032516,1,11,0,0,0,0,0,2,24,4,42,2
209,E01000214,Barnet 038E,334547.3183,1663,33.13,407000,4.03,933,65945.57,376.9267,376.9267,1,0.001126677,0.22665466,5,6,2,0,0,5,5,24,24,18,89,2
210,E01000215,Barnet 037B,222879.6337,2033,21.88,390000,4.39,587,51050.84,6730.1155,6730.1155,1,0.030196189,3.310435563,4,15,0,1,0,8,1,6,19,22,76,2
211,E01000216,Barnet 035E,197817.4783,1968,19.5,648000,5.84,711,57943.93,0,0,0,0,0,2,7,1,1,0,3,1,7,15,20,57,2
212,E01000217,Barnet 035F,212177.3929,1725,21.46,650400,4.65,490,58918.58,7455.1132,7455.1132,1,0.035136228,4.321804754,0,12,2,0,1,4,0,6,11,13,49,2
213,E01000218,Barnet 037C,150459.1613,1818,15.17,543000,5.02,562,51465.77,0,0,0,0,0,8,27,1,0,0,3,1,10,21,23,94,2
214,E01000219,Barnet 037D,191789.4242,1905,19.12,601000,8.11,477,42215.35,0,0,0,0,0,8,19,1,0,0,4,4,9,28,30,103,1
215,E01000220,Barnet 037E,151691.0542,1871,15.33,425000,5.04,559,41962.15,0,0,0,0,0,2,17,0,0,1,12,2,16,18,32,100,1
216,E01000221,Barnet 039B,421588.2247,1294,42.17,161000,11.76,247,27933.56,0,0,0,0,0,22,21,7,6,2,19,11,104,106,50,348,1
217,E01000222,Barnet 040C,412833.639,1582,41.6,362000,9.59,370,33218.12,165702.5029,165702.5029,1,0.401378394,104.7424165,7,18,4,4,0,2,1,7,21,48,112,1
218,E01000223,Barnet 039C,547266.5728,1287,54.45,300000,8.61,268,31156.96,0,0,0,0,0,22,24,5,8,1,21,9,70,37,60,257,1
219,E01000224,Barnet 040D,162598.6364,1559,16.05,410250,8.72,426,37461.69,1894.8881,1894.8881,1,0.011653776,1.215450994,8,12,2,1,2,8,3,4,20,15,75,1
220,E01000225,Barnet 037F,309056.529,1776,31.06,465000,4.3,434,59993.5,43042.9004,21521.4502,2,0.139271934,24.23586734,4,21,1,2,0,5,2,7,26,20,88,2
221,E01000226,Barnet 018D,176526.3967,1758,17.3,218000,8.71,312,28538.44,4428.4836,4428.4836,1,0.025086807,2.519046416,3,10,2,1,0,6,0,12,18,24,76,1
222,E01000227,Barnet 018E,255374.159,1854,25.58,350000,5.21,513,48611.77,0,0,0,0,0,10,17,1,0,0,3,7,11,20,22,91,1
223,E01000228,Barnet 007A,2899915.693,1481,288.64,493000,3.49,449,54473.18,1472305.996,736152.998,2,0.507706483,994.1296394,1,15,0,2,1,1,1,8,11,14,54,2
224,E01000229,Barnet 013B,281465.8238,1667,28,312500,9.62,364,36445.18,27903.5152,27903.5152,1,0.099136424,16.73876137,7,8,4,2,2,4,1,4,10,22,64,1
225,E01000230,Barnet 013C,270731.2204,1785,27.14,322500,3.78,499,48206.65,0,0,0,0,0,3,20,4,5,0,5,1,7,11,21,77,2
226,E01000231,Barnet 013D,362494.8288,1849,36.5,205000,6.22,520,40103.65,5371.4302,5371.4302,1,0.01481795,2.905046079,11,14,4,0,0,11,3,119,26,28,216,1
227,E01000232,Barnet 013E,297326.2058,1837,29.84,421750,5.47,594,47558.07,0,0,0,0,0,7,19,4,4,2,4,3,8,38,29,118,2
228,E01000233,Barnet 013F,261632.7739,1817,26.47,331000,3.89,587,48879.9,0,0,0,0,0,9,26,1,1,1,6,3,19,26,26,118,2
229,E01000234,Barnet 021D,275321.5505,1701,27.63,415000,5.37,636,50174.39,1082.4473,541.22365,2,0.003931575,0.636359377,4,13,0,1,0,1,2,5,26,23,75,2
230,E01000235,Barnet 021E,352645.9181,1688,35.08,286000,7.98,415,34790.8,110638.151,36879.38367,3,0.313737223,65.54392832,11,19,9,7,1,12,3,19,35,35,151,1
231,E01000236,Barnet 034A,227899.4717,1860,22.94,310000,5.98,547,49965.79,1366.0279,683.01395,2,0.005993993,0.734423602,5,18,4,0,2,4,0,10,15,24,82,1
232,E01000237,Barnet 032A,330643.7711,2038,32.45,340000,3.91,763,48120.36,81.7914,81.7914,1,0.00024737,0.04013317,13,27,6,7,4,33,6,47,25,71,239,2
233,E01000238,Barnet 034B,218412.3428,1963,21.13,375000,7.76,572,42310.41,22447.4005,22447.4005,1,0.10277533,11.43525242,3,13,0,3,0,7,2,13,27,20,88,1
234,E01000239,Barnet 031A,433416.7466,1970,42.95,235000,6.73,725,37609.5,0,0,0,0,0,11,26,11,2,1,17,1,27,22,39,157,1
235,E01000240,Barnet 031B,438761.8366,1670,44.08,350000,6.26,514,39954.07,141564.3606,141564.3606,1,0.322645109,84.7690782,5,29,7,1,0,7,0,11,21,41,122,1
236,E01000241,Barnet 031C,333755.1452,1744,33.97,340000,4.45,666,49761.66,70820.7036,35410.3518,2,0.212193593,40.60820161,5,13,2,0,1,6,1,4,26,22,80,2
237,E01000242,Barnet 032B,276179.9471,1656,27.64,554975,5.73,519,50802.35,0,0,0,0,0,7,18,2,1,0,4,2,9,21,31,95,2
238,E01000243,Barnet 032C,186149.4818,1884,18.36,239000,5.33,701,38492.33,0,0,0,0,0,12,23,3,4,0,9,1,68,25,42,187,1
239,E01000244,Barnet 032D,221738.5475,1705,22.37,315000,3.97,581,39920.83,11893.7514,5946.8757,2,0.053638628,6.975807273,9,20,4,2,1,8,5,24,17,24,114,1
240,E01000245,Barnet 032E,180105.2628,1982,18.11,325000,7.31,506,31050.41,0,0,0,0,0,22,33,13,1,1,26,6,37,26,58,223,1
241,E01000246,Barnet 002B,1080308.091,1503,107.64,330000,3.99,566,53917.74,655150.1115,131030.0223,5,0.606447472,435.8949511,1,8,4,0,0,1,0,2,21,17,54,2
242,E01000247,Barnet 002C,267822.6278,1691,26.56,250000,5.98,620,49129.41,24387.027,24387.027,1,0.091056634,14.42165996,5,10,0,2,0,1,1,6,15,19,59,1
243,E01000248,Barnet 001A,275205.6214,1661,27.08,320000,5.59,632,55748.44,11315.0351,11315.0351,1,0.04111484,6.81218248,13,14,0,2,0,10,6,88,13,23,169,2
244,E01000249,Barnet 001B,809771.4976,1525,81.29,489000,3.81,601,64126.13,3555.551,3555.551,1,0.004390808,2.331508852,7,12,1,2,0,3,0,5,12,6,48,2
245,E01000250,Barnet 001C,585089.4751,2232,58.15,327500,3.89,779,46232.54,172071.2831,57357.09437,3,0.294093964,77.09286877,20,28,2,4,1,38,5,126,31,70,325,2
246,E01000251,Barnet 002D,226508.466,1846,22.31,212250,5.41,598,39335.48,0,0,0,0,0,14,11,2,1,1,15,6,17,18,45,130,1
247,E01000252,Barnet 002E,227662.1377,1609,23.49,287000,6.15,552,43781.06,11714.3903,3904.796767,3,0.051455154,7.280540895,5,12,0,0,0,5,2,76,24,29,153,1
248,E01000253,Barnet 007B,3319344.008,1691,331.69,1100000,4.36,568,72183.95,207987.362,69329.12067,3,0.062659176,122.9966659,6,25,0,0,0,1,2,13,23,13,83,2
249,E01000254,Barnet 001D,1523760.382,1549,152.68,406250,4.74,616,63128.04,209098.7051,41819.74102,5,0.137225451,134.9894804,6,17,0,0,0,3,1,11,16,7,61,2
250,E01000255,Barnet 017A,1079241.516,1481,106.83,326500,7.03,412,40421.19,260899.2581,65224.81453,4,0.241743163,176.1642526,4,15,2,0,0,4,2,4,33,19,83,1
251,E01000256,Barnet 016A,555863.6468,1788,56.19,323500,4.55,651,55214.68,155778.1231,51926.04103,3,0.280245208,87.12422992,14,18,0,3,0,9,2,9,28,27,110,2
252,E01000257,Barnet 017B,673460.1646,1855,68,265000,11.29,434,31707.12,51949.751,12987.43775,4,0.077138565,28.0052566,12,16,0,4,0,9,5,106,24,36,212,1
253,E01000258,Barnet 016B,793322.7183,1658,79.81,420000,3.95,617,54659.57,172677.1785,43169.29463,4,0.217663221,104.1478761,2,8,2,0,2,5,6,150,34,28,237,2
254,E01000259,Barnet 025D,1297351.548,2597,128.4,365000,5.96,857,45907.7,430354.582,143451.5273,3,0.331717785,165.7121995,15,22,2,3,0,3,4,23,23,24,119,2
255,E01000260,Barnet 025E,819659.6685,1982,81.63,286250,6.13,590,40870.41,270870.4149,270870.4149,1,0.330466931,136.6651942,16,23,2,4,1,23,8,67,43,44,231,1
256,E01000261,Barnet 017C,1194107.337,1601,119.72,552500,4.37,558,60419.75,7167.7756,7167.7756,1,0.006002623,4.477061587,3,23,1,1,0,3,1,7,16,14,69,2
257,E01000262,Barnet 017D,2213891.996,2260,220.96,390000,6.48,658,42419.01,97283.1648,13897.59497,7,0.043942146,43.04564814,10,32,0,3,0,5,3,12,40,31,136,2
258,E01000263,Barnet 016C,395764.5598,1581,39.42,760000,1.64,606,79007.12,6858.0148,6858.0148,1,0.017328522,4.337770272,0,17,1,0,0,1,4,4,28,5,60,2
259,E01000264,Barnet 016D,380178.495,1648,37.78,290000,5.75,544,41096.13,0.1225,0.1225,1,3.22217E-07,7.43325E-05,17,26,8,6,6,15,10,71,38,65,262,1
260,E01000265,Barnet 011A,208999.1123,1927,21.08,220000,7.43,509,36858.37,0,0,0,0,0,15,12,1,2,0,3,2,6,22,26,89,1
261,E01000266,Barnet 011B,634259.231,1527,64.23,609000,4.19,533,65149.36,8221.9605,8221.9605,1,0.012963092,5.384388016,5,12,0,0,0,2,0,1,17,10,47,2
262,E01000267,Barnet 005A,276607.6232,1520,27.95,375000,5.06,494,53127.28,3819.115,3819.115,1,0.013806977,2.512575658,4,14,2,2,0,1,1,6,23,4,57,2
263,E01000268,Barnet 005B,252698.4145,1739,25.25,226450,6.78,587,40831.95,0,0,0,0,0,8,12,3,3,1,14,5,36,27,55,164,1
264,E01000269,Barnet 005C,273061.8691,1425,27.16,344500,4.77,426,51005.15,16354.95,16354.95,1,0.059894668,11.47715789,3,7,0,0,2,3,1,9,13,7,45,1
265,E01000270,Barnet 005D,250751.2283,1482,25.2,248475,3.04,556,55088.75,0,0,0,0,0,2,7,2,1,0,1,0,7,21,13,54,2
266,E01000271,Barnet 008A,349469.9264,1469,34.22,340000,4.77,509,56857.9,16.1024,16.1024,1,4.60766E-05,0.01096147,4,20,1,0,0,2,1,15,27,11,81,2
267,E01000272,Barnet 008B,471857.0851,1340,46.97,870000,2.8,563,74578.84,0,0,0,0,0,3,14,1,1,1,1,3,2,21,12,59,2
268,E01000273,Barnet 008C,329297.0592,1520,32.93,320000,3.96,544,45089.88,0,0,0,0,0,6,14,1,2,0,4,3,23,24,27,104,2
269,E01000274,Barnet 011C,266295.4611,1862,26.72,291725,6.11,488,38657.18,7685.1324,7685.1324,1,0.028859419,4.127353598,8,15,5,3,0,8,4,29,16,21,109,1
270,E01000275,Barnet 012A,331596.3604,1637,33.11,330000,4.26,635,51762.74,39573.0579,7914.61158,5,0.11934105,24.17413433,2,21,0,0,0,0,0,2,14,11,50,2
271,E01000276,Barnet 020A,511676.2571,1520,51.28,572500,2.86,591,71693.45,62236.3793,20745.45977,3,0.121632338,40.94498638,0,18,0,0,0,4,4,6,2,2,36,2
272,E01000277,Barnet 012B,184372.3351,1591,18.5,299375,9,619,37775.68,0,0,0,0,0,8,5,1,0,0,3,5,11,11,19,63,1
273,E01000278,Barnet 020B,274185.1803,1514,27.53,605000,3.25,593,70439.29,31091.3114,31091.3114,1,0.113395302,20.53587279,6,14,0,0,0,0,0,2,7,5,34,2
274,E01000279,Barnet 007C,5027074.927,1449,504.3,700000,3.2,562,85297.71,299657.0392,59931.40784,5,0.059608628,206.8026496,10,18,1,1,1,5,0,4,18,25,83,2
275,E01000280,Barnet 007D,1015817.608,1381,101.61,830000,3.61,574,77277.25,261611.6388,130805.8194,2,0.257538004,189.4363786,1,18,0,0,0,3,0,0,4,8,34,2
276,E01000281,Barnet 008D,267474.8273,1260,26.9,225000,5.9,358,38816.93,0,0,0,0,0,8,11,3,4,2,16,2,90,15,32,183,1
277,E01000282,Barnet 008E,527795.6946,1705,52.87,450000,4.53,592,59498.35,110396.9149,110396.9149,1,0.209166001,64.7489237,8,16,9,1,0,2,0,11,21,14,82,2
278,E01000283,Barnet 012C,332229.704,1430,33.04,705000,4.28,585,73307.53,30112.0255,7528.006375,4,0.090636163,21.05736049,0,16,0,0,0,2,2,1,13,6,40,2
279,E01000284,Barnet 012D,279173.0352,1672,27.6,295000,5.23,583,39432.02,32959.1196,32959.1196,1,0.118059825,19.71239211,11,15,2,1,0,8,1,10,19,41,108,1
280,E01000285,Barnet 004A,205975.5298,1449,20.21,250000,6.18,361,39954.29,624.4942,624.4942,1,0.003031885,0.430982885,6,8,2,1,1,5,1,5,15,25,69,1
281,E01000286,Barnet 007E,267625.9956,1571,26.92,245000,9.06,368,35006.39,25564.7635,25564.7635,1,0.095524216,16.27292393,14,10,3,1,1,25,2,23,22,86,187,1
282,E01000287,Barnet 004B,276843.9613,1589,27.34,268750,8.26,308,34772.1,46550.5121,23275.25605,2,0.16814711,29.29547646,7,11,3,0,0,10,1,7,10,28,77,1
283,E01000288,Barnet 004C,335197.0506,1569,33.7,345000,4.54,398,42269.26,89846.441,44923.2205,2,0.268040667,57.26350605,9,14,5,1,1,4,3,6,22,15,80,1
284,E01000289,Barnet 004D,287606.1001,1817,28.12,235000,12.41,285,27820.02,106659.768,35553.256,3,0.370853636,58.70102807,7,28,8,3,2,6,2,8,27,32,123,1
285,E01000290,Barnet 007F,2047626.587,1557,204.71,437500,6.54,359,39584.08,1060865.293,212173.0587,5,0.518095096,681.3521471,4,13,2,3,0,4,1,13,12,30,82,1
286,E01000291,Barnet 004E,243616.6875,1575,24.97,277475,11.77,238,29147.86,53177.0314,26588.5157,2,0.218281563,33.76319454,9,16,1,4,1,10,2,7,15,30,95,1
287,E01000292,Barnet 001E,286460.0206,1467,28.79,295000,5.66,494,46725.34,20890.5851,20890.5851,1,0.072926704,14.24034431,4,19,5,1,0,3,0,33,13,29,107,1
288,E01000293,Barnet 001F,274415.2089,1722,27.36,420000,3.85,678,57684.69,0,0,0,0,0,9,24,4,0,1,8,1,16,27,24,114,2
289,E01000294,Barnet 004F,327257.5379,1599,33.11,347325,7.92,528,43666.16,7650.1105,7650.1105,1,0.023376423,4.784309256,8,12,0,0,0,3,0,25,13,16,77,1
290,E01000295,Barnet 023B,203687.3522,1714,20.42,515000,5.66,741,53443.68,0,0,0,0,0,6,9,0,0,1,6,3,19,11,19,74,2
291,E01000296,Barnet 023C,222630.9085,1707,22.21,273000,5.41,765,45754.63,0,0,0,0,0,13,38,4,3,0,13,5,49,23,49,197,2
292,E01000297,Barnet 027D,231613.5605,1434,23.19,266000,6.11,515,39857.29,11048.071,11048.071,1,0.04770045,7.704373082,9,7,1,0,0,0,0,9,15,12,53,1
293,E01000298,Barnet 023D,267817.3908,1812,26.6,304900,4.71,738,44409.9,71548.3504,71548.3504,1,0.267153489,39.48584459,2,31,4,2,0,10,4,50,23,28,154,2
294,E01000299,Barnet 019A,165946.7136,1809,16.51,220000,5.84,660,39036.3,0,0,0,0,0,23,18,12,2,3,13,10,97,29,70,277,1
295,E01000300,Barnet 019B,170033.8056,1632,17.35,317500,3.65,656,47065.92,0,0,0,0,0,7,11,4,4,0,1,2,8,16,20,73,2
296,E01000301,Barnet 020C,288818.4561,1539,28.72,495000,4.33,616,64237.65,10324.8261,10324.8261,1,0.035748498,6.708788889,1,22,1,0,1,2,1,5,25,6,64,2
297,E01000302,Barnet 019C,217752.5032,1763,21.69,250000,7.64,697,39786.32,0,0,0,0,0,6,25,2,3,1,6,3,28,21,35,130,1
298,E01000303,Barnet 020D,212278.0421,1567,21.65,600000,4.59,650,61407.38,18064.1315,18064.1315,1,0.085096562,11.52784397,1,14,2,0,0,3,0,1,10,5,36,2
299,E01000304,Barnet 020E,176955.1207,1556,17.76,273000,7.72,704,46018.48,20159.3761,20159.3761,1,0.113923666,12.95589724,0,9,4,3,0,2,1,4,22,15,60,1
300,E01000305,Barnet 036B,689188.747,1657,68.86,250000,8.85,405,31167.96,389987.5893,43331.95437,9,0.565864708,235.3576278,17,25,16,2,5,8,3,28,44,53,201,1
301,E01000306,Barnet 036C,144908.0023,1696,14.66,330000,4.15,452,36129.76,0,0,0,0,0,1,9,2,0,0,0,3,7,7,13,42,1
302,E01000307,Barnet 039D,499123.5541,1655,50.18,280000,8.15,338,33948.37,0,0,0,0,0,22,23,12,7,5,41,19,653,94,110,986,1
