Codes,Names,lntheft,oldpeoplerate,Working-agerate, Couplehouseholdwithdependentchildren,Couplehouseholdwithoutdependentchildren,Onepersonhousehold,multpersonhousehold,Goodhealth,Fairhealth,Badhealth,Nocars,car1,car2
E01003870,Richmond upon Thames 011C,3.43 ,8.29 ,68.07 ,31.90 ,27.90 ,24.10 ,11.90 ,92.50 ,5.40 ,2.10 ,18.30 ,55.20 ,23.70 
E01003871,Richmond upon Thames 007C,1.95 ,8.25 ,65.98 ,32.70 ,27.10 ,22.40 ,7.90 ,91.70 ,6.30 ,2.00 ,15.90 ,56.90 ,23.20 
E01003872,Richmond upon Thames 007D,2.71 ,10.82 ,69.95 ,18.50 ,28.00 ,39.50 ,8.50 ,91.60 ,6.70 ,1.70 ,28.10 ,45.80 ,19.20 
E01003873,Richmond upon Thames 006A,4.13 ,13.43 ,69.28 ,16.80 ,27.20 ,44.20 ,7.40 ,90.50 ,7.20 ,2.20 ,39.50 ,47.40 ,11.60 
E01003874,Richmond upon Thames 006B,2.77 ,10.79 ,74.56 ,16.40 ,31.00 ,43.20 ,5.60 ,92.60 ,5.40 ,2.00 ,34.80 ,52.50 ,9.80 
E01003875,Richmond upon Thames 006C,2.83 ,15.93 ,62.06 ,25.40 ,27.50 ,32.60 ,8.50 ,88.80 ,8.70 ,2.40 ,23.80 ,48.00 ,21.10 
E01003876,Richmond upon Thames 008B,6.24 ,16.47 ,73.54 ,10.30 ,33.30 ,44.50 ,8.70 ,90.10 ,7.40 ,2.60 ,42.00 ,44.90 ,10.10 
E01003877,Richmond upon Thames 008C,2.40 ,16.33 ,65.72 ,19.30 ,30.00 ,41.40 ,5.90 ,91.00 ,6.60 ,2.40 ,31.90 ,49.70 ,15.70 
E01003878,Richmond upon Thames 006D,2.89 ,16.36 ,66.07 ,16.20 ,23.10 ,45.50 ,5.40 ,83.50 ,11.00 ,5.50 ,37.00 ,44.80 ,14.80 
E01003879,Richmond upon Thames 008D,2.20 ,8.70 ,74.85 ,22.00 ,30.80 ,35.20 ,6.90 ,93.90 ,4.50 ,1.60 ,24.80 ,51.50 ,18.60 
E01003880,Richmond upon Thames 016A,2.94 ,11.65 ,65.80 ,29.10 ,32.20 ,27.20 ,5.30 ,91.30 ,6.80 ,1.90 ,13.60 ,50.60 ,26.70 
E01003881,Richmond upon Thames 016B,2.77 ,8.55 ,79.59 ,22.40 ,33.70 ,32.30 ,6.10 ,92.10 ,6.20 ,1.80 ,17.70 ,51.20 ,23.80 
E01003882,Richmond upon Thames 014A,3.64 ,9.74 ,69.39 ,25.20 ,27.20 ,33.20 ,8.30 ,91.20 ,6.80 ,2.00 ,26.60 ,49.20 ,20.80 
E01003883,Richmond upon Thames 014B,2.94 ,8.39 ,74.65 ,23.00 ,33.10 ,32.30 ,8.60 ,90.90 ,7.30 ,1.90 ,24.60 ,57.50 ,16.00 
E01003884,Richmond upon Thames 016C,3.00 ,13.61 ,68.26 ,20.30 ,30.50 ,34.50 ,8.20 ,89.10 ,7.70 ,3.30 ,21.90 ,46.80 ,26.40 
E01003885,Richmond upon Thames 016D,2.71 ,10.75 ,67.41 ,27.50 ,26.90 ,29.50 ,7.00 ,89.80 ,7.90 ,2.30 ,18.20 ,51.20 ,24.60 
E01003886,Richmond upon Thames 021A,3.30 ,8.65 ,68.04 ,30.10 ,30.70 ,25.30 ,7.90 ,91.20 ,6.70 ,2.10 ,20.50 ,52.90 ,22.50 
E01003887,Richmond upon Thames 021B,3.43 ,12.18 ,68.56 ,22.70 ,27.80 ,37.10 ,7.00 ,89.80 ,8.20 ,2.00 ,24.20 ,52.10 ,20.40 
E01003888,Richmond upon Thames 021C,4.17 ,15.31 ,66.81 ,17.20 ,23.80 ,42.70 ,8.70 ,82.00 ,12.60 ,5.50 ,38.40 ,43.80 ,15.80 
E01003889,Richmond upon Thames 021D,2.64 ,17.62 ,64.64 ,22.30 ,31.70 ,36.10 ,6.30 ,87.70 ,8.50 ,3.80 ,14.60 ,56.20 ,24.10 
E01003890,Richmond upon Thames 018C,2.08 ,10.14 ,69.38 ,26.30 ,28.30 ,31.60 ,7.60 ,90.20 ,8.00 ,1.90 ,16.80 ,52.80 ,24.60 
E01003891,Richmond upon Thames 018D,3.04 ,16.97 ,67.70 ,17.40 ,32.10 ,39.80 ,6.30 ,90.40 ,7.80 ,1.70 ,16.00 ,55.30 ,23.40 
E01003892,Richmond upon Thames 009A,2.08 ,16.60 ,65.01 ,22.00 ,30.40 ,38.00 ,5.60 ,88.90 ,8.30 ,2.70 ,23.90 ,55.80 ,18.40 
E01003893,Richmond upon Thames 009B,2.77 ,16.09 ,67.88 ,17.50 ,28.90 ,40.40 ,9.50 ,87.50 ,9.00 ,3.50 ,31.40 ,48.20 ,16.60 
E01003894,Richmond upon Thames 009C,2.71 ,10.16 ,71.03 ,21.30 ,33.80 ,36.40 ,4.70 ,92.80 ,5.20 ,1.90 ,27.60 ,54.50 ,15.50 
E01003895,Richmond upon Thames 009D,3.37 ,12.92 ,67.23 ,21.70 ,27.50 ,35.90 ,9.40 ,89.60 ,8.10 ,2.30 ,28.30 ,48.60 ,18.40 
E01003896,Richmond upon Thames 014C,5.11 ,10.39 ,75.58 ,14.80 ,26.40 ,39.70 ,15.10 ,91.60 ,6.30 ,2.10 ,31.40 ,50.90 ,14.80 
E01003897,Richmond upon Thames 014D,4.11 ,7.44 ,77.17 ,17.60 ,28.80 ,39.70 ,8.60 ,89.50 ,8.10 ,2.40 ,36.60 ,50.10 ,12.10 
E01003898,Richmond upon Thames 015A,3.40 ,11.07 ,70.67 ,21.90 ,30.40 ,31.40 ,7.60 ,89.30 ,7.50 ,3.20 ,23.60 ,52.10 ,19.70 
E01003899,Richmond upon Thames 015B,3.47 ,11.91 ,68.55 ,25.00 ,25.30 ,36.20 ,7.60 ,89.20 ,7.00 ,3.80 ,21.40 ,53.30 ,22.00 
E01003900,Richmond upon Thames 015C,3.22 ,12.42 ,65.81 ,23.50 ,23.60 ,29.20 ,9.60 ,81.60 ,12.70 ,5.70 ,29.20 ,42.70 ,23.00 
E01003901,Richmond upon Thames 015D,1.61 ,10.55 ,64.70 ,34.40 ,29.30 ,20.80 ,7.60 ,91.00 ,7.10 ,2.00 ,13.40 ,51.60 ,28.40 
E01003902,Richmond upon Thames 015E,1.95 ,12.89 ,64.27 ,29.00 ,32.20 ,23.10 ,8.30 ,86.80 ,9.70 ,3.50 ,18.90 ,51.90 ,25.00 
E01003903,Richmond upon Thames 015F,3.33 ,11.80 ,65.09 ,29.50 ,28.40 ,16.60 ,10.00 ,86.30 ,10.10 ,3.60 ,17.20 ,43.60 ,30.50 
E01003904,Richmond upon Thames 015G,2.30 ,11.39 ,66.80 ,23.70 ,23.70 ,34.40 ,8.80 ,86.10 ,10.90 ,3.00 ,23.20 ,54.70 ,19.40 
E01003905,Richmond upon Thames 010A,2.30 ,13.59 ,66.90 ,25.70 ,31.20 ,26.30 ,8.40 ,85.80 ,11.40 ,2.90 ,17.90 ,53.30 ,23.50 
E01003906,Richmond upon Thames 010B,2.48 ,16.25 ,65.08 ,21.90 ,27.30 ,30.00 ,10.50 ,81.30 ,14.20 ,4.50 ,21.90 ,51.30 ,21.10 
E01003907,Richmond upon Thames 010C,2.83 ,14.02 ,64.41 ,23.60 ,24.80 ,32.70 ,9.20 ,82.20 ,12.10 ,5.60 ,25.70 ,47.80 ,21.50 
E01003908,Richmond upon Thames 010D,3.00 ,15.69 ,64.28 ,29.00 ,34.30 ,19.90 ,8.20 ,86.30 ,10.70 ,3.00 ,13.80 ,47.30 ,29.60 
E01003909,Richmond upon Thames 010E,4.22 ,17.85 ,64.18 ,21.50 ,31.40 ,23.40 ,13.00 ,84.30 ,12.00 ,3.70 ,20.50 ,44.20 ,26.90 
E01003910,Richmond upon Thames 011D,1.61 ,20.12 ,61.78 ,22.80 ,35.20 ,27.20 ,7.90 ,84.00 ,11.40 ,4.60 ,18.10 ,49.60 ,26.40 
E01003911,Southwark 020A,3.18 ,4.53 ,70.43 ,16.20 ,15.00 ,25.30 ,24.10 ,85.80 ,9.60 ,4.50 ,64.40 ,31.90 ,3.40 
E01003912,Southwark 019A,2.56 ,6.33 ,64.89 ,17.30 ,10.90 ,25.90 ,18.20 ,81.00 ,12.50 ,6.50 ,63.90 ,32.40 ,3.20 
E01003913,Southwark 024A,4.38 ,8.88 ,75.74 ,14.30 ,20.30 ,35.60 ,20.50 ,86.60 ,9.50 ,3.80 ,56.50 ,35.60 ,7.20 
E01003914,Southwark 024B,3.50 ,8.14 ,75.08 ,16.20 ,22.20 ,29.20 ,22.20 ,83.10 ,12.40 ,4.50 ,52.40 ,38.90 ,7.10 
E01003915,Southwark 024C,2.77 ,7.73 ,73.30 ,11.70 ,15.30 ,35.50 ,21.20 ,82.80 ,11.90 ,5.40 ,59.30 ,35.40 ,4.80 
E01003916,Southwark 020B,3.56 ,4.93 ,77.85 ,12.70 ,18.10 ,30.50 ,25.10 ,87.40 ,9.20 ,3.40 ,61.20 ,33.50 ,4.70 
E01003917,Southwark 020C,3.26 ,9.80 ,73.52 ,12.80 ,14.60 ,42.70 ,18.70 ,82.30 ,11.80 ,5.90 ,63.70 ,30.50 ,5.50 
E01003918,Southwark 020D,3.43 ,9.05 ,67.67 ,11.00 ,11.50 ,37.40 ,19.80 ,81.50 ,11.90 ,6.60 ,70.30 ,25.40 ,3.70 
E01003919,Southwark 021A,3.26 ,6.08 ,76.01 ,12.30 ,18.40 ,33.50 ,23.90 ,85.10 ,10.30 ,4.60 ,61.30 ,32.60 ,5.40 
E01003920,Southwark 021B,2.94 ,6.36 ,67.26 ,14.80 ,11.60 ,36.90 ,16.30 ,82.90 ,11.20 ,5.90 ,71.70 ,25.60 ,2.10 
E01003921,Southwark 021C,5.29 ,7.05 ,76.04 ,11.00 ,12.00 ,47.30 ,15.00 ,81.80 ,11.60 ,6.60 ,78.20 ,20.80 ,1.00 
E01003922,Southwark 021D,4.11 ,6.68 ,71.83 ,10.20 ,12.50 ,35.20 ,20.70 ,83.80 ,11.60 ,4.50 ,68.70 ,29.10 ,2.10 
E01003923,Southwark 017A,4.01 ,6.11 ,76.66 ,13.20 ,14.80 ,32.90 ,27.80 ,87.00 ,8.20 ,4.80 ,63.80 ,29.60 ,5.50 
E01003924,Southwark 021E,3.43 ,7.00 ,70.38 ,15.00 ,11.20 ,34.20 ,20.70 ,83.80 ,10.00 ,6.20 ,74.70 ,22.70 ,2.40 
E01003925,Southwark 020E,3.04 ,10.70 ,66.77 ,16.50 ,14.20 ,33.80 ,14.00 ,79.60 ,13.50 ,7.00 ,62.00 ,32.60 ,4.90 
E01003926,Southwark 021F,3.33 ,9.14 ,69.08 ,11.30 ,10.70 ,29.80 ,28.00 ,82.20 ,12.10 ,5.70 ,67.20 ,28.00 ,3.90 
E01003927,Southwark 002A,5.94 ,6.65 ,84.52 ,6.20 ,22.90 ,38.60 ,21.80 ,87.40 ,8.40 ,4.20 ,70.90 ,26.90 ,2.00 
E01003929,Southwark 002B,6.70 ,6.44 ,84.89 ,6.90 ,27.70 ,39.50 ,20.50 ,87.90 ,9.10 ,2.90 ,68.90 ,27.90 ,2.70 
E01003930,Southwark 034A,4.16 ,6.02 ,84.02 ,11.40 ,18.10 ,40.40 ,21.00 ,85.00 ,10.10 ,4.90 ,69.20 ,26.20 ,3.90 
E01003932,Southwark 034B,4.84 ,7.44 ,79.53 ,9.10 ,16.30 ,41.50 ,20.00 ,81.90 ,10.90 ,7.20 ,73.00 ,24.30 ,2.20 
E01003933,Southwark 034C,4.57 ,7.20 ,82.01 ,10.60 ,21.40 ,30.50 ,24.40 ,86.10 ,9.20 ,4.70 ,57.40 ,32.20 ,8.60 
E01003934,Southwark 002C,5.84 ,14.21 ,75.11 ,5.30 ,21.10 ,51.80 ,13.90 ,81.40 ,12.40 ,6.10 ,64.90 ,30.80 ,3.50 
E01003935,Southwark 002D,5.11 ,6.18 ,83.98 ,6.00 ,22.80 ,43.00 ,14.90 ,85.50 ,9.50 ,5.00 ,65.90 ,25.90 ,6.40 
E01003936,Southwark 009A,3.61 ,2.55 ,92.09 ,9.40 ,26.80 ,28.10 ,32.80 ,94.60 ,4.10 ,1.30 ,54.70 ,40.00 ,4.30 
E01003937,Southwark 009B,4.25 ,3.99 ,86.22 ,6.50 ,20.80 ,34.20 ,32.40 ,90.90 ,6.80 ,2.30 ,71.30 ,24.90 ,3.50 
E01003938,Southwark 006A,3.04 ,5.02 ,76.85 ,11.60 ,15.10 ,34.70 ,25.40 ,85.60 ,9.40 ,5.00 ,67.10 ,29.20 ,3.00 
E01003939,Southwark 002E,6.33 ,4.00 ,83.95 ,10.20 ,21.30 ,35.80 ,25.20 ,89.60 ,8.10 ,2.30 ,69.10 ,27.00 ,3.50 
E01003940,Southwark 006B,2.48 ,6.54 ,70.60 ,13.40 ,9.50 ,36.80 ,21.90 ,83.50 ,10.80 ,5.70 ,71.60 ,25.50 ,2.60 
E01003941,Southwark 006C,4.25 ,6.22 ,83.39 ,7.50 ,25.90 ,33.20 ,25.40 ,87.90 ,8.30 ,3.80 ,66.90 ,27.70 ,4.40 
E01003942,Southwark 006D,3.58 ,8.12 ,73.98 ,13.50 ,11.90 ,31.40 ,23.40 ,84.00 ,10.60 ,5.40 ,68.40 ,28.70 ,2.70 
E01003943,Southwark 009C,2.77 ,6.66 ,70.74 ,11.70 ,10.00 ,32.80 ,26.60 ,83.00 ,11.30 ,5.80 ,72.90 ,24.60 ,2.40 
E01003945,Southwark 033A,2.48 ,13.89 ,68.37 ,18.60 ,30.00 ,29.60 ,11.60 ,85.60 ,10.20 ,4.20 ,30.70 ,46.70 ,18.80 
E01003946,Southwark 033B,3.47 ,16.63 ,60.63 ,18.60 ,28.50 ,29.20 ,11.30 ,86.50 ,9.40 ,4.10 ,30.40 ,48.20 ,16.90 
E01003947,Southwark 033C,1.79 ,9.56 ,62.95 ,13.20 ,12.90 ,29.10 ,14.50 ,82.00 ,12.30 ,5.70 ,57.20 ,35.90 ,6.00 
E01003948,Southwark 033D,2.71 ,9.83 ,72.67 ,17.00 ,25.70 ,38.30 ,9.60 ,85.80 ,10.60 ,3.60 ,38.40 ,49.90 ,10.20 
E01003949,Southwark 032A,2.48 ,7.81 ,74.87 ,16.10 ,24.90 ,35.60 ,14.90 ,86.60 ,9.60 ,3.70 ,42.60 ,43.40 ,11.80 
E01003950,Southwark 032B,2.64 ,10.13 ,68.52 ,11.30 ,17.30 ,32.60 ,17.70 ,81.10 ,13.20 ,5.70 ,55.30 ,34.80 ,8.60 
E01003951,Southwark 033E,3.53 ,14.19 ,66.69 ,20.10 ,26.80 ,28.00 ,13.10 ,86.30 ,10.00 ,3.70 ,26.80 ,45.00 ,21.20 
E01003952,Southwark 030A,4.38 ,8.29 ,74.51 ,20.10 ,28.20 ,26.60 ,16.30 ,87.90 ,8.50 ,3.70 ,42.50 ,47.50 ,9.10 
E01003953,Southwark 028A,4.28 ,7.49 ,78.87 ,11.80 ,24.80 ,38.50 ,17.00 ,85.50 ,9.90 ,4.60 ,50.30 ,40.40 ,7.60 
E01003954,Southwark 030B,1.61 ,9.39 ,71.65 ,20.60 ,31.30 ,28.50 ,12.50 ,86.20 ,9.80 ,3.90 ,37.30 ,51.90 ,9.10 
E01003955,Southwark 028B,2.89 ,9.91 ,75.45 ,15.90 ,24.50 ,36.30 ,15.50 ,84.30 ,10.20 ,5.40 ,43.30 ,48.40 ,7.10 
E01003956,Southwark 030C,2.30 ,7.30 ,73.83 ,21.10 ,29.20 ,27.50 ,13.20 ,86.80 ,9.00 ,4.30 ,36.70 ,50.70 ,11.10 
E01003957,Southwark 032C,2.40 ,9.51 ,70.75 ,21.70 ,27.60 ,26.10 ,12.90 ,86.10 ,9.30 ,4.60 ,36.40 ,51.10 ,11.10 
E01003958,Southwark 032D,3.26 ,9.53 ,69.84 ,20.90 ,25.20 ,29.80 ,13.90 ,86.70 ,10.10 ,3.30 ,40.50 ,45.40 ,11.90 
E01003960,Southwark 012A,3.95 ,7.46 ,76.17 ,10.20 ,21.50 ,30.00 ,25.50 ,86.00 ,9.40 ,4.60 ,62.80 ,31.60 ,5.00 
E01003961,Southwark 012B,4.09 ,11.83 ,68.26 ,10.80 ,13.00 ,41.20 ,19.20 ,77.40 ,13.50 ,9.10 ,72.40 ,25.20 ,2.10 
E01003963,Southwark 016A,3.33 ,5.22 ,71.30 ,14.80 ,10.00 ,32.80 ,19.90 ,81.60 ,12.10 ,6.30 ,71.50 ,26.10 ,2.10 
E01003964,Southwark 015A,4.74 ,5.86 ,75.30 ,13.00 ,16.20 ,29.90 ,24.10 ,83.80 ,11.30 ,4.90 ,61.20 ,32.70 ,5.20 
E01003966,Southwark 015B,3.71 ,8.86 ,72.13 ,13.80 ,14.10 ,27.00 ,26.60 ,84.20 ,10.80 ,5.00 ,71.90 ,23.40 ,4.20 
E01003967,Southwark 016B,0.69 ,6.46 ,71.07 ,13.50 ,12.30 ,23.30 ,27.70 ,83.40 ,11.50 ,5.10 ,74.00 ,22.70 ,3.20 
E01003968,Southwark 015C,2.08 ,7.91 ,66.27 ,15.40 ,10.90 ,32.80 ,19.80 ,80.40 ,13.10 ,6.50 ,64.60 ,29.70 ,5.30 
E01003969,Southwark 017B,4.69 ,5.87 ,78.04 ,8.80 ,18.60 ,30.60 ,28.30 ,87.20 ,8.80 ,4.00 ,61.60 ,31.50 ,6.00 
E01003970,Southwark 016C,2.30 ,7.94 ,68.37 ,15.90 ,12.30 ,34.90 ,16.90 ,81.80 ,12.60 ,5.70 ,63.40 ,32.80 ,2.90 
E01003971,Southwark 015D,3.56 ,6.63 ,61.91 ,21.40 ,10.40 ,21.40 ,20.10 ,83.50 ,11.30 ,5.20 ,63.20 ,32.10 ,4.60 
E01003972,Southwark 016D,3.09 ,5.38 ,72.67 ,12.90 ,16.40 ,36.00 ,20.60 ,85.90 ,9.80 ,4.40 ,67.60 ,29.40 ,2.80 
E01003973,Southwark 016E,4.41 ,8.00 ,70.73 ,12.30 ,13.30 ,36.90 ,18.90 ,83.70 ,11.50 ,4.80 ,75.40 ,21.20 ,3.40 
E01003974,Southwark 015E,2.08 ,8.83 ,67.35 ,15.50 ,14.10 ,35.20 ,17.00 ,81.00 ,11.90 ,7.10 ,67.30 ,27.00 ,5.10 
E01003975,Southwark 004A,3.00 ,5.52 ,69.94 ,13.00 ,14.50 ,32.40 ,18.30 ,83.60 ,10.80 ,5.60 ,65.80 ,30.90 ,2.70 
E01003976,Southwark 003A,3.95 ,5.93 ,77.65 ,11.70 ,15.90 ,35.70 ,24.30 ,86.30 ,9.40 ,4.30 ,66.80 ,29.40 ,3.40 
E01003977,Southwark 010A,2.64 ,11.42 ,72.61 ,8.90 ,17.30 ,43.50 ,16.00 ,78.80 ,14.10 ,7.10 ,64.00 ,31.20 ,4.10 
E01003978,Southwark 004B,3.83 ,4.51 ,80.00 ,8.60 ,17.80 ,38.80 ,22.90 ,87.00 ,9.70 ,3.40 ,62.90 ,33.30 ,3.30 
E01003979,Southwark 006E,3.95 ,9.30 ,77.30 ,7.30 ,19.20 ,40.30 ,21.90 ,82.00 ,13.30 ,4.80 ,68.50 ,28.70 ,2.60 
E01003980,Southwark 013A,4.23 ,8.66 ,79.59 ,6.60 ,14.40 ,45.00 ,23.10 ,80.70 ,12.70 ,6.60 ,74.40 ,22.40 ,2.70 
E01003981,Southwark 006F,5.42 ,7.34 ,82.51 ,6.50 ,15.90 ,40.80 ,26.30 ,86.90 ,8.20 ,4.90 ,70.90 ,25.40 ,2.90 
E01003983,Southwark 018A,2.48 ,7.91 ,64.89 ,13.80 ,11.40 ,26.60 ,22.30 ,81.80 ,13.10 ,5.20 ,65.20 ,31.00 ,3.60 
E01003984,Southwark 023A,3.91 ,10.27 ,74.06 ,11.40 ,16.80 ,38.40 ,22.50 ,82.10 ,11.90 ,6.00 ,64.60 ,29.20 ,5.40 
E01003986,Southwark 011A,3.37 ,13.12 ,65.02 ,12.00 ,13.30 ,40.40 ,12.90 ,75.10 ,17.20 ,7.60 ,68.10 ,28.40 ,2.90 
E01003987,Southwark 011B,2.77 ,12.72 ,66.91 ,14.10 ,17.00 ,34.70 ,14.90 ,77.50 ,15.30 ,7.10 ,58.40 ,33.30 ,6.50 
E01003988,Southwark 018B,4.45 ,10.12 ,67.58 ,13.40 ,13.50 ,38.10 ,19.20 ,81.10 ,12.90 ,6.10 ,68.30 ,28.40 ,3.20 
E01003989,Southwark 018C,4.26 ,4.08 ,67.14 ,16.80 ,8.20 ,29.70 ,20.10 ,86.70 ,9.60 ,3.60 ,64.70 ,31.00 ,3.90 
E01003990,Southwark 018D,2.83 ,7.74 ,66.89 ,18.30 ,11.70 ,27.00 ,20.00 ,81.20 ,12.50 ,6.20 ,59.60 ,33.90 ,5.30 
E01003991,Southwark 017C,2.40 ,18.29 ,66.39 ,6.60 ,14.70 ,42.60 ,20.20 ,72.10 ,18.10 ,9.80 ,67.10 ,28.80 ,2.70 
E01003992,Southwark 014A,1.61 ,8.51 ,67.36 ,11.50 ,10.00 ,29.80 ,22.90 ,84.00 ,11.50 ,4.60 ,68.80 ,27.30 ,3.20 
E01003993,Southwark 017D,2.77 ,6.89 ,67.19 ,14.90 ,11.40 ,28.30 ,21.70 ,83.90 ,11.00 ,5.10 ,65.40 ,30.20 ,3.20 
E01003994,Southwark 012E,4.74 ,7.97 ,77.49 ,9.20 ,16.20 ,35.40 ,25.60 ,82.00 ,11.60 ,6.40 ,68.00 ,28.10 ,3.50 
E01003995,Southwark 014B,2.30 ,8.82 ,74.06 ,6.20 ,14.90 ,49.90 ,13.10 ,81.10 ,11.60 ,7.40 ,73.80 ,23.70 ,2.20 
E01003997,Southwark 017E,3.14 ,6.73 ,75.31 ,12.50 ,15.30 ,29.20 ,25.80 ,83.80 ,12.10 ,4.00 ,61.40 ,34.30 ,4.20 
E01003998,Southwark 014D,3.09 ,9.99 ,78.36 ,9.80 ,19.80 ,39.60 ,22.60 ,81.60 ,11.30 ,7.10 ,64.90 ,30.50 ,3.50 
E01003999,Southwark 014E,0.69 ,6.59 ,74.20 ,12.10 ,16.90 ,30.90 ,22.40 ,84.50 ,10.20 ,5.30 ,66.30 ,30.20 ,3.20 
E01004000,Southwark 026A,3.40 ,8.72 ,73.58 ,13.60 ,17.20 ,38.10 ,16.80 ,80.40 ,12.80 ,6.80 ,58.80 ,34.60 ,5.60 
E01004001,Southwark 026B,2.83 ,10.82 ,65.59 ,12.40 ,16.00 ,38.60 ,13.50 ,76.90 ,15.30 ,7.80 ,52.90 ,39.80 ,5.30 
E01004002,Southwark 029A,2.08 ,8.02 ,73.15 ,20.80 ,24.90 ,27.20 ,14.70 ,83.30 ,12.00 ,4.70 ,35.40 ,48.70 ,13.00 
E01004003,Southwark 023B,3.81 ,8.99 ,71.27 ,12.10 ,13.20 ,40.00 ,15.50 ,78.70 ,12.70 ,8.50 ,64.20 ,30.50 ,4.80 
E01004004,Southwark 023C,3.37 ,7.64 ,74.67 ,11.10 ,18.10 ,36.20 ,19.90 ,82.30 ,11.30 ,6.40 ,62.00 ,31.70 ,5.40 
E01004005,Southwark 023D,4.14 ,9.76 ,66.85 ,13.70 ,13.80 ,37.40 ,16.80 ,77.80 ,14.20 ,8.00 ,66.80 ,28.20 ,4.10 
E01004006,Southwark 023E,2.08 ,8.59 ,74.75 ,12.30 ,18.10 ,30.40 ,22.40 ,79.70 ,13.40 ,6.90 ,52.80 ,39.00 ,6.00 
E01004007,Southwark 018E,3.00 ,8.25 ,65.74 ,15.60 ,11.20 ,25.70 ,18.60 ,81.40 ,12.30 ,6.30 ,61.00 ,33.30 ,4.40 
E01004008,Southwark 022B,3.81 ,6.91 ,70.25 ,12.10 ,11.50 ,29.70 ,21.20 ,81.20 ,12.40 ,6.40 ,64.60 ,30.60 ,3.80 
E01004010,Southwark 022D,4.83 ,5.11 ,71.76 ,16.00 ,12.10 ,29.80 ,22.60 ,83.90 ,11.50 ,4.50 ,62.10 ,32.80 ,4.50 
E01004011,Southwark 019B,3.22 ,4.83 ,66.38 ,18.20 ,10.90 ,21.50 ,20.40 ,85.50 ,10.30 ,4.20 ,57.30 ,36.50 ,5.20 
E01004012,Southwark 019C,2.94 ,3.96 ,71.18 ,13.90 ,15.00 ,27.50 ,24.10 ,86.90 ,8.80 ,4.20 ,59.10 ,35.50 ,4.70 
E01004013,Southwark 019D,2.94 ,5.92 ,69.26 ,15.20 ,13.40 ,24.40 ,21.60 ,82.10 ,12.00 ,5.90 ,58.10 ,35.80 ,6.10 
E01004014,Southwark 019E,2.20 ,9.42 ,67.77 ,15.20 ,11.30 ,33.80 ,18.60 ,82.70 ,11.80 ,5.40 ,69.00 ,26.90 ,3.90 
E01004015,Southwark 028C,2.83 ,9.24 ,71.44 ,19.60 ,23.30 ,36.20 ,11.40 ,86.10 ,9.20 ,4.70 ,42.30 ,45.50 ,10.10 
E01004016,Southwark 029B,2.56 ,8.64 ,68.24 ,22.40 ,23.20 ,26.10 ,13.00 ,85.60 ,9.70 ,4.70 ,41.30 ,46.40 ,10.30 
E01004017,Southwark 029C,2.30 ,11.95 ,69.44 ,20.70 ,29.30 ,25.70 ,12.90 ,85.40 ,10.00 ,4.60 ,33.00 ,47.20 ,15.30 
E01004018,Southwark 032E,3.00 ,8.71 ,71.76 ,25.30 ,27.90 ,24.10 ,13.20 ,89.10 ,7.50 ,3.40 ,34.00 ,51.30 ,12.80 
E01004019,Southwark 026C,3.33 ,4.92 ,72.53 ,17.70 ,19.10 ,29.10 ,15.60 ,85.40 ,10.30 ,4.20 ,47.60 ,42.50 ,8.60 
E01004020,Southwark 029D,2.08 ,7.17 ,67.40 ,15.90 ,13.80 ,33.00 ,15.30 ,82.70 ,11.40 ,5.90 ,57.50 ,37.90 ,4.40 
E01004021,Southwark 028D,3.91 ,6.59 ,80.32 ,12.80 ,26.80 ,37.00 ,15.90 ,88.80 ,8.30 ,2.90 ,48.80 ,42.20 ,7.80 
E01004022,Southwark 004C,4.62 ,9.10 ,76.00 ,9.20 ,22.80 ,35.30 ,18.80 ,83.00 ,11.40 ,5.60 ,68.20 ,28.50 ,2.90 
E01004023,Southwark 004D,4.30 ,12.27 ,70.84 ,12.50 ,16.90 ,40.70 ,16.60 ,77.20 ,14.70 ,8.10 ,64.70 ,30.00 ,4.40 
E01004024,Southwark 011C,3.66 ,10.05 ,71.61 ,10.70 ,11.60 ,43.70 ,18.90 ,80.90 ,12.40 ,6.70 ,68.30 ,28.80 ,2.70 
E01004027,Southwark 003E,6.48 ,4.20 ,82.63 ,9.60 ,18.40 ,36.10 ,24.90 ,86.90 ,8.70 ,4.40 ,71.20 ,24.30 ,3.90 
E01004028,Southwark 004E,3.89 ,6.06 ,74.80 ,11.40 ,13.20 ,37.60 ,23.70 ,84.10 ,10.20 ,5.60 ,67.20 ,28.90 ,3.40 
E01004029,Southwark 001A,2.64 ,2.62 ,85.18 ,11.00 ,23.20 ,30.40 ,25.90 ,91.20 ,6.80 ,2.00 ,54.30 ,39.40 ,4.90 
E01004030,Southwark 007A,3.22 ,8.37 ,80.71 ,6.60 ,21.30 ,42.80 ,19.30 ,83.00 ,11.10 ,5.90 ,62.90 ,31.70 ,4.00 
E01004031,Southwark 007B,5.97 ,7.67 ,75.05 ,11.00 ,22.40 ,31.80 ,22.40 ,85.20 ,9.40 ,5.40 ,62.50 ,32.00 ,4.50 
E01004032,Southwark 001B,2.56 ,2.71 ,86.96 ,15.10 ,26.60 ,24.20 ,29.60 ,92.90 ,5.70 ,1.50 ,47.90 ,42.60 ,7.80 
E01004033,Southwark 007C,4.26 ,10.20 ,72.15 ,8.90 ,14.60 ,40.50 ,20.00 ,80.00 ,13.00 ,7.00 ,63.70 ,29.60 ,5.40 
