lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,ethnic_bame,tenure_owned_with_a_mortgage_or_loan,no_qualifications,good_health,bad_health
E01002184,Harrow 013D,802,2302,1508,4103,1208,5807,3503,2001,83,403
E01002231,Harrow 013E,706,2303,1707,4004,1503,5906,3405,1903,8404,407
E01002154,Harrow 015A,504,3005,1103,4606,707,5304,3507,1509,8206,407
E01002156,Harrow 015B,408,4103,602,5206,407,4704,4401,1103,8308,401
E01002162,Harrow 015C,802,2204,1305,46,903,54,3408,1407,8504,408
E01002163,Harrow 015D,601,3504,708,4202,806,5708,4309,1307,8309,401
E01002188,Harrow 016A,204,4006,505,8004,105,1906,3405,808,8507,208
E01002189,Harrow 016B,404,3108,606,7003,206,2907,2803,1001,8607,206
E01002192,Harrow 016C,308,3506,407,6505,107,3405,3107,13,8505,401
E01002193,Harrow 016D,509,2707,1304,63,602,37,3503,1002,8606,309
E01002165,Harrow 017A,708,2502,908,2507,509,7403,2904,2105,8209,5
E01002166,Harrow 017B,709,3102,905,2202,6,7708,3503,2401,79,501
E01002167,Harrow 017C,605,2506,13,2804,601,7106,2805,28,8105,5
E01002168,Harrow 017D,703,1806,2107,3301,10,6609,2702,2505,7802,702
E01002169,Harrow 017E,609,2801,1302,25,604,75,2405,2306,8001,502
E01002153,Harrow 019A,4,3501,505,4401,407,5509,3708,1306,8403,4
E01002155,Harrow 019B,4,3506,501,5805,109,4105,4405,1308,8507,309
E01002157,Harrow 019C,505,2908,1103,3407,807,6503,3205,1003,8405,309
E01002158,Harrow 019D,307,3607,705,4901,306,5009,4707,1105,86,308
E01002128,Harrow 020A,603,2202,709,51,905,49,2307,1202,8603,302
E01002130,Harrow 020B,603,1906,1303,3609,906,6301,2109,1007,8705,309
E01002181,Harrow 020C,708,2703,607,4305,808,5605,3801,15,8506,409
E01002182,Harrow 020D,703,2601,903,3505,709,6405,3103,13,8403,306
E01002159,Harrow 021A,604,3004,707,4201,508,5709,3805,1309,8207,409
E01002160,Harrow 021B,308,2003,1002,4307,1009,5603,3408,1008,8708,204
E01002161,Harrow 021C,701,28,908,3208,902,6702,3105,1406,8408,404
E01002164,Harrow 021D,505,2701,1001,5504,708,4406,36,11,8708,208
E01002191,Harrow 022A,6,2806,903,4306,304,5604,4906,1103,8801,207
E01002194,Harrow 022B,305,3701,808,6901,207,3009,3801,901,8601,204
E01002195,Harrow 022C,406,3303,908,5608,107,4302,4306,1403,8507,209
E01002196,Harrow 022D,209,3904,5,6103,109,3807,5003,1007,89,202
E01002126,Harrow 023A,608,2403,507,3608,608,6302,18,1005,8501,404
E01002127,Harrow 023B,508,3306,1007,3902,406,6008,3105,907,8508,308
E01002129,Harrow 023C,603,27,1007,4705,1009,5205,2405,1102,85,402
E01002131,Harrow 023D,707,2204,1507,3809,1209,6101,2501,1706,8102,602
E01002237,Harrow 024A,706,2208,1103,5002,1205,4908,31,1101,86,401
E01002238,Harrow 024B,401,2608,904,4802,6,5108,3809,1201,8504,402
E01002240,Harrow 024C,609,2703,1105,5301,908,4609,35,1806,8009,605
E01002242,Harrow 024D,501,3203,1001,34,503,66,3906,1101,8507,208
E01002208,Harrow 025A,308,4006,403,5207,3,4703,4008,1103,8402,3
E01002209,Harrow 025B,408,3505,701,3903,406,6007,3202,1201,85,308
E01002239,Harrow 025C,602,3402,908,4703,703,5207,3803,1402,8406,402
E01002241,Harrow 025D,703,2805,1109,3303,909,6607,3906,1304,8307,404
E01002133,Harrow 027A,802,18,1505,3501,1506,6409,1403,2204,7607,707
E01002136,Harrow 027B,509,2707,1002,4206,806,5704,3403,1404,8404,404
E01002138,Harrow 027C,808,2304,1208,3007,1107,6903,4001,1303,8406,405
E01002213,Harrow 027D,704,20,1408,3207,1209,6703,2803,1409,8409,403
E01002211,Harrow 028A,809,2003,2305,3704,1507,6206,27,2003,8305,503
E01002212,Harrow 028B,701,2004,1407,3006,1104,6904,2807,1708,8304,409
E01002216,Harrow 028C,707,2601,909,26,608,74,4307,1508,8406,409
E01002217,Harrow 028D,11,1207,2606,3006,2601,6904,1409,2305,8001,705
E01002132,Harrow 029A,501,2908,6,5108,501,4802,3306,706,8809,303
E01002134,Harrow 029B,5,3002,701,4907,408,5003,31,905,8803,206
E01002135,Harrow 029C,506,2304,1103,4404,905,5506,2608,1806,8208,503
E01002137,Harrow 029D,207,3303,306,78,301,22,3001,408,94,9
E01002218,Harrow 030A,805,2509,907,3409,903,6501,3605,1903,8203,502
E01002219,Harrow 030B,702,22,1006,2805,801,7105,3104,1804,83,405
E01002221,Harrow 030C,608,2504,10,3308,907,6602,3109,1706,8408,403
E01002222,Harrow 030D,6,2903,1007,3304,1307,6606,4505,1605,85,402
E01002214,Harrow 031A,703,2107,1304,3505,1001,6405,3604,1709,8301,5
E01002215,Harrow 031B,1005,2007,1803,4408,1402,5502,2507,2805,7807,607
E01002220,Harrow 031C,705,2508,1208,3703,1207,6207,45,1501,8503,303
E01002223,Harrow 031D,506,3001,1007,30,10,70,4607,1601,8602,3
E01002224,Harrow 031E,905,2007,2403,3909,1701,6001,3706,18,8303,404
E01002204,Harrow 032A,707,23,906,2801,509,7109,2802,1503,8407,308
E01002206,Harrow 032B,401,2506,906,3004,508,6906,4104,1309,8401,404
E01002207,Harrow 032C,7,2703,804,3101,604,6809,4405,1404,8407,306
E01002210,Harrow 032D,501,3305,803,2907,506,7003,4307,1407,8309,406
E01032576,Harrow 032E,406,3102,904,3304,502,6606,4906,1307,8406,303
E01002170,Harrow 033A,508,3206,1305,2701,6,7209,38,2004,81,409
E01002171,Harrow 033B,603,3005,1307,2504,802,7406,3508,2003,8107,5
E01002172,Harrow 033C,708,31,13,3408,1003,6502,4108,19,8307,403
E01002173,Harrow 033D,505,3008,809,2605,803,7305,4108,1503,83,4
E01002174,Harrow 033E,402,3107,803,2305,501,7605,3905,2002,82,501
E01002175,Harrow 033F,7,3405,604,2302,404,7608,3507,1907,8309,409
E01002176,Harrow 033G,409,3501,607,2502,806,7408,3402,1808,8207,401
E01002177,Harrow 033H,704,2805,907,32,701,68,4409,1609,8401,401
E01002178,Harrow 033I,509,2905,902,27,607,73,4508,1509,8306,406
E01002276,Havering 001A,803,3008,1308,8808,506,1102,3805,3506,7605,608
E01002278,Havering 001B,1202,2107,2009,9006,406,904,2805,36,7705,608
E01002312,Havering 001C,807,3102,1004,9008,509,902,2707,3902,7405,701
E01002313,Havering 001D,805,26,1401,8509,705,1401,2904,3705,76,801
E01002277,Havering 002A,1102,2808,15,93,301,7,3001,3109,79,608
E01002279,Havering 002B,804,2406,18,8808,609,1102,3606,32,7909,509
E01002281,Havering 002C,1309,1808,1701,8901,509,1009,2107,3304,7502,809
E01002283,Havering 002D,801,2401,1502,8402,1103,1508,3507,3708,7609,709
E01002299,Havering 002E,809,2604,1207,8708,508,1202,4208,2802,8008,602
E01002301,Havering 003A,504,4304,901,8907,307,1003,4002,2608,8003,5
E01002303,Havering 003B,9,26,2008,8406,708,1504,3401,3104,7908,601
E01002304,Havering 003C,508,3805,902,9202,208,708,3704,3403,7509,704
E01002306,Havering 003D,1002,2206,2302,8206,801,1704,2903,3203,8007,5
E01002307,Havering 003E,801,2609,1705,9001,5,909,3805,2806,8105,6
E01002280,Havering 004A,1706,1603,2101,8107,1103,1803,2205,3601,7808,7
E01002282,Havering 004B,1601,1609,1804,8504,707,1406,2101,3308,77,608
E01002284,Havering 004C,908,2106,1709,83,1001,17,3807,3106,7808,701
E01002297,Havering 004D,1305,2003,1406,8507,8,1403,2301,3402,7605,709
E01002314,Havering 004E,1008,23,1808,8307,1003,1603,2809,3409,78,609
E01002316,Havering 004F,14,18,1504,7802,1402,2108,2108,4003,7209,901
E01002302,Havering 005A,408,3703,1404,91,308,9,4503,2805,8107,504
E01002305,Havering 005B,603,3407,1308,8706,605,1204,4103,2907,8207,501
E01002308,Havering 005C,804,2708,1307,8707,5,1203,3609,3106,79,509
E01002326,Havering 005D,708,30,1307,8908,401,1002,38,3002,8108,402
E01002331,Havering 005E,507,3804,1101,88,5,12,43,3109,7801,601
E01002309,Havering 006A,903,32,1302,8106,1007,1804,30,3101,7708,602
E01002310,Havering 006B,1007,2303,1902,8508,809,1402,31,3805,7402,806
E01002311,Havering 006C,907,2603,1606,8307,903,1603,3901,3402,7906,603
E01002315,Havering 006D,907,2307,1707,8006,1102,1904,3809,3004,7901,601
E01002293,Havering 007A,508,2408,1009,8901,306,1009,4203,1709,8509,307
E01002294,Havering 007B,409,4003,605,9208,207,702,38,27,7906,604
E01002296,Havering 007C,506,3908,801,9108,202,802,3902,26,8105,406
E01002298,Havering 007D,605,3807,902,9009,306,901,4008,2606,8103,501
E01002300,Havering 007E,309,4103,607,90,207,10,3408,2409,7709,6
E01002333,Havering 008A,406,4109,1204,9306,301,604,4007,2605,8306,407
E01002334,Havering 008B,406,4408,709,9107,203,803,4007,2607,8207,405
E01002336,Havering 008C,503,4103,9,9302,206,608,4308,2906,8303,402
E01002339,Havering 008D,305,41,508,9101,305,809,4307,2105,8501,305
E01002341,Havering 008E,307,4708,7,9206,105,704,4009,2808,8102,409
E01002327,Havering 009A,409,3201,1108,8806,409,1104,4502,2708,8102,409
E01002328,Havering 009B,407,3409,1003,8509,403,1401,4801,2207,8307,309
E01002332,Havering 009C,505,34,1007,9106,408,804,4306,2905,8002,505
E01002335,Havering 009D,508,3807,1302,9308,105,602,3501,3001,7709,507
E01002338,Havering 009E,408,3307,908,8607,408,1303,4501,25,84,404
E01002340,Havering 009F,409,35,707,8803,402,1107,4602,20,8609,204
E01002268,Havering 010A,302,37,807,8507,506,1403,41,2605,8206,502
E01002269,Havering 010B,406,3902,1102,8902,3,1008,4702,2309,8204,504
E01002295,Havering 010C,408,3204,1103,9105,203,805,4307,2205,85,501
E01002377,Havering 010D,306,2901,1101,8502,305,1408,4105,2208,8306,406
E01002378,Havering 010E,306,3409,909,9204,207,706,55,2104,8502,301
E01002383,Havering 010F,401,3501,808,8802,307,1108,4501,22,8601,305
E01002244,Havering 011A,707,2509,1305,8203,706,1707,4203,2009,8505,401
E01002245,Havering 011B,509,2701,1202,8702,6,1208,4308,2707,7905,705
E01002325,Havering 011C,706,2705,2007,9302,208,608,2802,3801,7605,607
E01002329,Havering 011D,502,3505,1009,8607,405,1303,4704,2703,8208,409
E01002330,Havering 011E,702,3005,14,8407,504,1503,4004,2901,8106,504
E01002337,Havering 012A,303,40,405,9002,101,908,3905,2207,8008,505
E01002354,Havering 012B,303,3703,601,9006,207,904,4006,1708,8505,208
E01002376,Havering 012C,206,4502,807,9008,107,902,51,1709,8701,209
E01002379,Havering 012D,5,3104,904,8308,207,1602,3501,18,8308,404
E01002380,Havering 012E,701,2901,1205,8809,4,1101,3105,1805,8501,403
E01002381,Havering 012F,403,3409,11,8901,108,1009,3505,2103,8308,405
E01002243,Havering 013A,901,21,1604,7702,902,2208,2304,2505,8202,408
E01002353,Havering 013B,606,3401,703,8103,407,1807,3101,2002,8209,406
E01002356,Havering 013C,1102,1806,1707,7408,904,2502,2002,2407,8102,503
E01032741,Havering 013E,501,2007,708,7802,608,2108,2008,1508,8308,501
E01032742,Havering 013F,601,2809,703,88,303,12,32,2408,7809,603
E01002272,Havering 014A,402,3902,1006,9109,303,801,4307,2206,8402,404
E01002274,Havering 014B,402,3606,509,91,102,9,4205,2001,8501,304
E01002317,Havering 014C,306,4004,9,9102,202,808,4708,2105,8507,301
E01002318,Havering 014D,407,4202,909,9206,101,704,4102,2209,8307,4
E01002355,Havering 014E,308,39,805,9102,208,808,4803,1903,8504,309
E01002382,Havering 014F,301,3301,808,8901,9,1009,4201,1803,8407,404
E01002270,Havering 015A,307,3906,305,6607,302,3303,3505,2202,84,308
E01002271,Havering 015B,201,5003,405,7206,402,2704,4107,1907,8508,304
E01002273,Havering 015C,309,4908,802,8301,304,1609,40,2505,8303,502
E01002275,Havering 015D,308,4708,6,7903,203,2007,3809,25,8403,307
E01002319,Havering 016A,7,2808,1203,8706,501,1204,3802,2408,8101,501
E01002350,Havering 016B,802,2102,1208,8004,406,1906,3101,2705,7906,801
E01002351,Havering 016C,603,3102,1206,88,3,12,4705,1805,8403,401
E01002352,Havering 016D,605,2606,1008,8502,406,1408,44,1902,8203,505
E01002358,Havering 016E,703,24,1404,8201,603,1709,4402,1906,8504,303
E01002246,Havering 017A,507,3402,1008,7804,906,2106,4002,32,7803,701
E01002247,Havering 017B,803,2609,1502,7405,1101,2505,4806,1909,8501,308
E01002248,Havering 017C,805,2709,1707,7902,603,2008,3102,2801,8105,603
E01002249,Havering 017D,6,2701,1301,6706,909,3204,3406,1808,8508,304
E01002250,Havering 017E,609,2703,1307,7606,1004,2304,5304,2109,8404,309
E01002251,Havering 017F,909,2501,1808,7804,904,2106,38,32,8301,404
E01002252,Havering 018A,309,4002,803,96,5,4,3708,2805,8008,504
E01002256,Havering 018B,308,39,709,9407,9,503,4207,24,8102,407
E01002258,Havering 018C,608,2802,12,9502,106,408,2606,3003,7507,704
E01002259,Havering 018D,408,3408,1109,9405,9,505,4205,2206,8403,401
E01002391,Havering 018E,404,37,804,96,7,4,3607,2903,7605,706
E01002253,Havering 019A,206,4409,402,9501,4,409,3902,1707,8301,402
E01002254,Havering 019B,201,4309,601,9304,101,606,3609,18,8402,405
E01002257,Havering 019C,209,3703,502,9401,102,509,3804,1404,8502,306
E01002384,Havering 019D,302,3605,601,9307,8,603,3909,1902,8203,4
E01002359,Havering 020A,3,3509,606,9401,107,509,4309,2302,8402,306
E01002360,Havering 020B,406,3003,703,9506,105,404,2408,3202,7409,605
E01002361,Havering 020C,704,2803,1108,9009,201,901,2704,2608,8001,508
E01002363,Havering 020D,704,3003,1202,9302,106,608,30,3002,7804,601
E01002367,Havering 020E,504,3303,10,9403,104,507,3704,2009,8501,309
E01002320,Havering 021A,308,3401,909,9203,202,707,5008,1806,8603,402
E01002321,Havering 021B,501,3509,704,8805,109,1105,4106,2309,8408,4
E01002322,Havering 021C,501,3706,809,8906,308,1004,5108,1907,8608,204
E01002323,Havering 021D,504,3408,809,8902,501,1008,4908,2603,8305,307
E01002324,Havering 021E,605,3206,1107,9202,204,708,3602,3301,7406,706
E01002255,Havering 022A,405,3605,1209,9108,101,802,4607,2202,8207,5
E01002289,Havering 022B,402,3302,908,9301,2,609,4303,24,8408,305
E01002292,Havering 022C,706,3106,1204,9204,207,706,38,3008,7901,509
E01002362,Havering 022D,409,3705,1009,9208,101,702,4106,2005,8507,302
E01002386,Havering 022E,306,2807,902,9103,205,807,3507,1609,8403,307
E01002287,Havering 023A,501,40,11,9006,303,904,4204,2303,82,407
E01002291,Havering 023B,401,3504,808,91,105,9,3603,25,8202,407
E01002364,Havering 023C,502,4506,605,9601,6,309,4203,3003,7608,703
E01002365,Havering 023D,403,33,1401,8901,504,1009,4002,2604,8006,502
E01002366,Havering 023E,406,3407,1207,8808,406,1102,4709,2404,8303,4
E01002385,Havering 024A,307,4204,407,9701,1,209,4401,19,8308,406
E01002387,Havering 024B,301,4305,601,9506,9,404,4208,1607,8308,4
E01002388,Havering 024C,308,4504,409,9503,1,407,4208,1606,8506,207
E01002389,Havering 024D,309,4707,5,98,1,2,3402,1907,8301,301
E01002390,Havering 024E,208,4506,503,9409,6,501,4502,1306,8606,207
E01002265,Havering 025A,404,3405,1005,9009,208,901,4505,2502,8309,306
E01002285,Havering 025B,501,4203,605,9409,106,501,3603,2604,8102,404
E01002286,Havering 025C,401,44,906,9406,206,504,4401,2205,8309,306
E01002288,Havering 025D,205,4202,906,9207,101,703,4609,1903,87,304
E01002290,Havering 025E,508,4004,803,9209,207,701,41,3106,8005,402
E01002260,Havering 026A,606,3609,1405,7803,801,2107,4003,2403,81,503
E01002261,Havering 026B,607,3201,1302,8103,605,1807,3902,2408,83,403
E01002262,Havering 026C,705,3007,1203,8509,608,1401,4003,2907,7804,6
E01002263,Havering 026D,309,43,907,8802,608,1108,4705,2203,8508,302
E01002264,Havering 026E,11,21,18,90,505,10,2501,3605,73,806
E01002266,Havering 027A,504,3903,908,8906,404,1004,35,3601,7606,704
E01002267,Havering 027B,703,3008,1706,8704,507,1206,3103,3803,78,707
E01002372,Havering 027C,505,3605,1304,89,702,11,4309,3009,8206,408
E01002373,Havering 027D,509,3504,1302,8705,508,1205,4107,3102,8001,501
E01002374,Havering 027E,602,3108,1507,8403,9,1507,4207,2807,8304,406
E01002368,Havering 028A,15,1808,19,75,1703,25,2204,3206,7804,609
E01002369,Havering 028B,702,3302,1207,8002,1103,1908,3902,2909,8205,501
E01002370,Havering 028C,1001,2308,1403,8303,904,1607,3605,3105,80,509
E01002371,Havering 028D,406,3801,1305,8604,608,1306,3903,33,8002,507
E01002375,Havering 028E,906,2609,1803,8308,905,1602,34,3309,7805,607
E01002343,Havering 029A,5,4107,906,9003,401,907,4105,3108,82,402
E01002344,Havering 029B,405,3705,1108,8508,702,1402,3506,3204,8105,504
E01002348,Havering 029C,304,4202,1009,9203,206,707,3404,33,8103,502
E01002349,Havering 029D,505,3805,804,9504,202,406,3805,2902,7808,606
E01002342,Havering 030A,907,2802,1406,7507,1208,2403,4206,2902,8201,405
E01002345,Havering 030B,1006,20,2204,7609,12,2301,32,2501,8107,407
E01002346,Havering 030C,808,3104,1801,8008,1106,1902,4006,28,8205,503
E01002347,Havering 030D,603,3305,1205,7706,8,2204,4208,2808,8005,508
E01002473,Hillingdon 001A,3,3603,507,5907,109,4003,2803,1201,85,408
E01002475,Hillingdon 001B,407,2903,10,6807,207,3103,2504,1803,78,701
E01002476,Hillingdon 001C,4,4008,407,5308,205,4602,3108,902,8605,209
E01002477,Hillingdon 001D,305,3103,908,5907,201,4003,2704,1408,8301,501
E01002482,Hillingdon 001E,404,4402,508,5905,203,4005,3907,1107,8502,403
E01002472,Hillingdon 002A,4,28,806,7005,209,2905,2109,1307,8402,309
E01002474,Hillingdon 002B,304,3006,807,7006,201,2904,3203,1403,8309,404
E01002478,Hillingdon 002C,6,3002,8,7208,3,2702,2906,1102,8303,405
E01002483,Hillingdon 002D,7,3004,901,5906,401,4004,3303,1803,8304,404
E01002484,Hillingdon 002E,308,2501,1105,74,204,26,3502,2103,8207,5
E01002485,Hillingdon 002F,703,2601,1201,6509,406,3401,2507,1606,83,403
E01002438,Hillingdon 003A,309,3603,707,8804,108,1106,4408,19,8106,507
E01002439,Hillingdon 003B,401,2906,1302,8408,209,1502,3109,2306,8308,308
E01002440,Hillingdon 003C,509,2906,1303,9004,208,906,3308,2809,7903,607
E01002441,Hillingdon 003D,508,30,1105,8406,203,1504,3507,2003,8108,509
E01002442,Hillingdon 003E,6,3102,1004,8909,109,1001,35,2702,8004,6
E01002433,Hillingdon 004A,409,2902,1104,7604,203,2306,3509,17,8605,307
E01002436,Hillingdon 004B,304,3207,903,80,107,20,4201,18,8308,408
E01002479,Hillingdon 004C,6,2701,1406,6907,308,3003,3606,1803,8205,501
E01002480,Hillingdon 004D,309,3804,503,7007,109,2903,3709,1107,8704,209
E01002481,Hillingdon 004E,508,2506,1305,6807,206,3103,3407,1809,8205,402
E01002533,Hillingdon 005A,409,2802,1608,8508,206,1402,4206,1601,8601,403
E01002534,Hillingdon 005B,404,3205,802,8504,2,1406,3905,1701,8404,404
E01002538,Hillingdon 005C,306,3206,901,8409,1,1501,3905,2301,8203,408
E01002539,Hillingdon 005D,401,4104,703,8708,106,1202,3702,1806,82,404
E01002418,Hillingdon 006A,403,2701,1305,7703,208,2207,45,2001,85,404
E01002419,Hillingdon 006B,404,3505,902,7709,2,2201,4502,1307,8603,3
E01002431,Hillingdon 006C,403,3907,607,7204,2,2706,4003,906,8803,203
E01002432,Hillingdon 006D,401,3609,606,78,207,22,3002,1205,8606,209
E01002437,Hillingdon 006E,209,4409,404,7806,1,2104,2908,1504,8203,309
E01002430,Hillingdon 007A,401,4502,605,8609,101,1301,4008,1009,8804,204
E01002434,Hillingdon 007B,206,4308,602,87,8,13,4101,1107,8506,301
E01002435,Hillingdon 007C,203,4309,407,8002,6,1908,4208,12,8705,202
E01002470,Hillingdon 007D,5,3106,707,7908,201,2002,2702,1803,8203,403
E01002535,Hillingdon 007E,305,35,606,7604,103,2306,2506,1209,8307,404
E01002416,Hillingdon 008A,406,3504,809,8402,301,1508,5206,1705,86,306
E01002417,Hillingdon 008B,405,35,701,7903,104,2007,3902,1501,84,403
E01002420,Hillingdon 008C,505,2705,1303,7909,303,2001,4002,1705,8403,401
E01002421,Hillingdon 008D,407,3003,1204,7904,305,2006,4206,1905,8403,4
E01002471,Hillingdon 008E,302,3301,905,83,202,17,5107,1301,8708,205
E01002465,Hillingdon 009A,409,2804,1502,8008,202,1902,4309,1607,8602,307
E01002467,Hillingdon 009B,201,3603,902,85,208,15,3707,2207,8008,403
E01002494,Hillingdon 009C,404,29,1403,7309,407,2601,4905,1702,8503,4
E01002536,Hillingdon 009D,3,2809,809,7706,309,2204,3102,1505,8601,302
E01002537,Hillingdon 009E,408,3404,607,7604,202,2306,3604,1005,8703,209
E01002415,Hillingdon 010A,3,3309,902,8307,207,1603,5502,1603,8701,305
E01002466,Hillingdon 010B,401,3602,802,8806,204,1104,5301,1703,8601,307
E01002468,Hillingdon 010C,309,3008,10,8503,206,1407,51,1404,8805,3
E01002469,Hillingdon 010D,206,3603,904,8503,106,1407,4704,1609,8608,208
E01002495,Hillingdon 010E,302,3201,1209,7508,309,2402,3808,1402,88,306
E01002458,Hillingdon 011A,303,4404,507,8008,1,1902,4001,1501,8503,303
E01002459,Hillingdon 011B,301,4402,603,8703,1,1207,3907,1603,8407,206
E01002460,Hillingdon 011C,4,3108,507,8202,106,1708,3205,1602,8201,405
E01002462,Hillingdon 011D,305,3704,607,7706,8,2204,4201,1003,8804,203
E01002464,Hillingdon 011E,404,3005,8,8302,3,1608,4605,1509,8602,209
E01002461,Hillingdon 013A,304,3905,408,6301,3,3609,4005,1301,8704,302
E01002463,Hillingdon 013B,302,40,706,7204,8,2706,4202,1501,8501,306
E01002512,Hillingdon 013C,209,3904,507,7204,108,2706,3802,1506,8403,408
E01002513,Hillingdon 013D,303,3808,501,73,307,27,3301,1803,83,308
E01002516,Hillingdon 013E,4,3902,407,5709,303,4201,4102,1209,8607,204
E01002450,Hillingdon 014A,407,2808,1501,70,406,30,5405,1403,8609,3
E01002451,Hillingdon 014B,405,3108,1104,6804,307,3106,4506,1608,8603,401
E01002452,Hillingdon 014C,403,3106,1108,65,403,35,49,1305,8609,207
E01002453,Hillingdon 014D,309,2702,1404,69,404,31,4506,1706,8508,307
E01002454,Hillingdon 014E,706,2201,1702,71,509,29,3806,2108,8208,501
E01002414,Hillingdon 015A,203,2703,901,5308,1204,4602,2609,507,9108,105
E01002514,Hillingdon 015C,302,2506,608,7003,3,2907,2709,1407,8606,306
E01002515,Hillingdon 015D,506,2408,12,7305,608,2605,2609,17,8408,407
E01033725,Hillingdon 015F,705,2609,908,6909,607,3001,2302,1803,8407,5
E01002520,Hillingdon 016B,809,2404,1403,6802,506,3108,2905,1502,8509,306
E01002521,Hillingdon 016C,708,1903,901,6701,901,3209,1703,22,8005,508
E01002523,Hillingdon 016D,408,29,807,5702,409,4208,3502,1202,8506,403
E01033724,Hillingdon 016F,307,2406,1005,5104,905,4806,2907,701,9006,201
E01002410,Hillingdon 017A,605,31,1008,62,509,38,3807,1605,8306,504
E01002412,Hillingdon 017B,4,2706,1008,5508,704,4402,3408,1502,8801,304
E01002456,Hillingdon 017C,609,2705,1403,6806,403,3104,3503,2408,8104,408
E01002509,Hillingdon 017D,405,3708,708,6804,208,3106,4508,1607,8608,305
E01002511,Hillingdon 017E,606,2704,1202,71,601,29,3609,2204,8106,508
E01002422,Hillingdon 018A,508,2603,1304,5704,907,4206,4407,2109,8105,408
E01002423,Hillingdon 018B,5,3303,1007,6204,702,3706,4102,1706,8405,4
E01002424,Hillingdon 018C,406,2405,15,5203,706,4707,4701,1602,8506,302
E01002425,Hillingdon 018D,1003,2107,1505,5305,1201,4605,3507,2405,8306,405
E01002427,Hillingdon 018E,501,2808,13,5608,703,4302,4501,2304,8107,407
E01002428,Hillingdon 018F,307,3107,1501,6404,702,3506,4402,21,8407,305
E01002408,Hillingdon 019A,6,2007,1405,6308,901,3602,27,2505,7901,701
E01002409,Hillingdon 019B,805,2507,1806,5907,901,4003,2702,2605,7808,606
E01002429,Hillingdon 019C,806,1807,2201,6006,1508,3904,3701,2407,8301,405
E01002455,Hillingdon 019D,803,2607,1209,5701,1009,4209,3501,2409,8206,407
E01002457,Hillingdon 019E,705,2101,2404,5508,805,4402,2808,1903,8307,501
E01002392,Hillingdon 020A,1106,1603,2605,54,1804,46,2205,2905,8101,6
E01002393,Hillingdon 020B,904,18,1707,4408,1801,5502,3707,2306,84,502
E01002540,Hillingdon 020C,902,2209,1501,4508,1707,5402,3908,2106,8507,404
E01002542,Hillingdon 020D,906,1605,2108,3307,2106,6603,2905,2204,8305,502
E01002543,Hillingdon 020E,906,1608,2503,4302,1504,5608,3304,2503,8405,403
E01002394,Hillingdon 021A,707,2502,1102,3304,901,6606,3406,2609,8201,406
E01002395,Hillingdon 021B,802,2401,1103,2901,1306,7009,4001,1903,8404,307
E01002397,Hillingdon 021C,1009,20,1404,1905,1309,8005,3103,1706,8401,309
E01002398,Hillingdon 021D,8,2405,807,2102,901,7808,3809,1904,8301,409
E01002399,Hillingdon 021E,504,2509,1204,2305,807,7605,4302,20,8304,503
E01002426,Hillingdon 021F,7,2603,1501,4406,806,5504,4505,2307,8206,407
E01002411,Hillingdon 022A,707,2509,1606,7503,703,2407,2805,2304,8105,5
E01002413,Hillingdon 022B,906,2501,1508,7305,609,2605,3003,2803,8102,506
E01002518,Hillingdon 022C,402,3209,603,7103,308,2807,4004,1405,85,402
E01002519,Hillingdon 022D,609,2408,902,7603,506,2307,2804,2508,8005,7
E01002550,Hillingdon 022E,7,22,1408,6905,709,3005,3102,2102,8604,404
E01002554,Hillingdon 022F,703,2209,1303,5806,10,4104,30,1406,8509,308
E01002541,Hillingdon 023A,603,2609,1309,54,807,46,4701,18,86,401
E01002544,Hillingdon 023B,605,2405,1303,2902,10,7008,44,1503,8506,404
E01002545,Hillingdon 023C,1201,1303,3705,3907,19,6003,1004,2301,8308,507
E01002546,Hillingdon 023D,507,2403,809,1808,10,8102,4104,17,8506,403
E01002547,Hillingdon 023E,907,2101,1705,1805,1208,8105,3107,1508,8407,407
E01002400,Hillingdon 024A,7,2404,1405,5202,1208,4708,3804,29,8201,504
E01002401,Hillingdon 024B,804,2102,1604,4404,1503,5506,3203,2304,80,608
E01002402,Hillingdon 024C,906,2208,1607,3905,1404,6005,3108,2404,7903,705
E01002403,Hillingdon 024D,7,2104,1909,3407,1708,6503,3504,24,8302,506
E01002404,Hillingdon 024E,907,1706,2109,4703,1405,5207,3106,2803,8107,601
E01002548,Hillingdon 025A,904,1906,1708,73,603,27,2608,3303,7804,705
E01002549,Hillingdon 025B,505,2809,1301,6409,706,3501,3808,1904,8404,401
E01002551,Hillingdon 025C,605,2601,15,64,507,36,3305,2502,8002,505
E01002552,Hillingdon 025D,709,2409,2107,6704,608,3206,3706,2807,8207,501
E01002553,Hillingdon 025E,708,2109,2102,7002,601,2908,2309,2902,8006,606
E01002396,Hillingdon 026A,802,1704,1501,2501,1009,7409,2508,2305,80,602
E01002501,Hillingdon 026B,9,2407,14,3501,12,6409,3004,2208,8403,502
E01002502,Hillingdon 026C,808,22,1403,4806,1004,5104,3406,2607,8101,509
E01002505,Hillingdon 026D,906,2201,1706,4005,1705,5905,2204,2303,7905,6
E01002508,Hillingdon 026E,1104,1607,1804,3608,1306,6302,2404,3003,7904,709
E01002405,Hillingdon 027A,1002,2103,15,4704,13,5206,3301,2508,8209,502
