Codes,Names,over65,Workingage,Couple_househol_ with_dependent_children,Couple_household_without_dependent_children,One_person_household,Other_multi_person_household,Good_health,Fair_health,Bad_health,No_cars,car1,car2,No_qualifications,Level_1_qualifications,Level_2_qualifications, Apprenticeship,Level_3_qualifications,Level_4_qualifications_and_above,Other_qualifications,lntheft
E01003492,Newham 025A,6.61691542,67.2636816,23.1,17.2,18.1,31.5,83.4,11.1,5.5,45.1,42.7,9.5,23.1,10.4,10.7,1.5,8.1,28.6,17.4,1.86681464
E01003493,Newham 025B,6.74206177,70.5959113,21,16.8,27,27.2,83.2,11.3,5.5,55.7,33.5,9.4,20.2,13,11.9,0.7,7.5,29.5,17.1,3.2450632
E01003494,Newham 025C,6.88476563,65.3808594,27.9,15.8,18.9,22.2,84.9,10.8,4.3,41.9,45.3,11,19.9,11.8,11.6,1.4,9.9,31.3,14.2,1.22904644
E01003495,Newham 025D,6.25592417,67.6303318,27.8,20.6,19.4,21.1,86.7,9.7,3.6,32.3,49.8,15.8,18,12.8,12.3,1.5,10.3,30,15.1,1.33275359
E01003496,Newham 027A,4.4982699,76.3321799,11.7,12,37.9,23,84.7,10.2,5.1,61.3,34.5,3.4,15.4,11,13.5,0.8,11.3,34.4,13.6,2.46510402
E01003497,Newham 034A,9.56268222,69.154519,13.3,15.4,27.8,22.5,78.3,13.1,8.6,53.7,37.8,6.9,30.8,12,13.4,1.3,6.9,20.3,15.3,3.53812436
E01003498,Newham 027B,6.37564618,70.7064905,15.3,13.5,32.3,19.3,80.2,14.2,5.6,59.2,33.5,6.4,24.4,12.6,10.1,1.5,8.6,26.8,16,1.05497825
E01003499,Newham 030A,11.9298246,61.5789474,14.7,11,35.7,17.7,76.6,15,8.4,64.2,28.8,5.7,30.7,11.9,11.5,1.6,8.4,20.6,15.3,3.35021183
E01003500,Newham 027C,5.53108174,69.9461576,17.6,16.3,26.5,19.1,81.7,13.2,5.1,49.6,40.4,7.9,23.7,12.9,12.6,1.4,8.9,24.3,16.1,2.86909962
E01003501,Newham 030B,6.8627451,70.2941176,17.5,15.5,25.6,21.7,80,13.1,6.9,55.1,36.8,7.3,26.6,13.3,12.5,1,10,19.8,16.8,2.05963891
E01003502,Newham 030C,7.24400871,72.0588235,14.1,15.4,32.4,22,80.6,12.8,6.6,58.3,34.2,6,24.5,12.2,11.7,0.9,9.5,23.6,17.5,3.88104708
E01003503,Newham 030D,8.65497076,67.4853801,14.1,10.8,37.4,17.3,77.9,14.9,7.2,62.4,34,3.2,26.9,12.1,13.9,1,8.7,24.2,13.2,3.54104407
E01003506,Newham 034D,8.98648649,67.5675676,14.9,16.2,25.6,21.3,77.8,14.4,7.8,47.4,37.6,12.3,30.2,12.3,13.6,1.8,9.4,21.4,11.4,2.55239689
E01003507,Newham 031A,9.74917179,68.1968765,13.8,14.7,36.4,20.9,80.3,13.2,6.5,56.3,34.3,6.9,27,12.1,12,1.8,8.7,24.7,13.7,3.12309227
E01003508,Newham 031B,8.28660436,65.1713396,17.1,11.9,27.2,23.4,82.7,11.5,5.9,56.9,34.8,6.1,28.1,13.8,12.1,1.1,7.7,23.1,14.1,2.47131522
E01003509,Newham 031C,7.73169483,69.1756272,14.7,12.1,33.7,20,81.7,11.3,7.1,61.4,33.1,4.7,27.1,12.1,12.6,1,9.1,20.8,17.4,1.2765435
E01003511,Newham 036A,6.8866571,59.9713056,15,13.7,18.4,19.5,80.3,12.7,7,49.8,42.5,6.6,28.8,13.2,14.1,1.4,10.6,20.2,11.8,2.71234513
E01003512,Newham 036B,10.3601108,67.3684211,14.5,14.6,30.1,20.4,80.8,11,8.2,51.6,38.3,8.7,32.1,10,12.7,2.2,9.1,19.7,14,3.17063952
E01003513,Newham 035D,3.46347607,71.6624685,23.3,16.7,22.6,21.9,88.2,8.1,3.7,29,56.6,12.2,14,11.6,13.6,1.3,9.6,31.9,18,2.93872202
E01003514,Newham 036C,6.01851852,68.6507937,15.8,15,26.5,19.7,81.5,11.7,6.8,44.2,43.4,10.7,28.9,13.5,12.4,1.6,9.9,21.7,12,2.07147337
E01003515,Newham 036D,9.06562848,66.0734149,15,13.2,40.7,13.1,80.2,13.2,6.6,60,33.9,4.9,28.6,12.1,13.4,0.8,9,24.3,11.8,4.26535533
E01003516,Newham 032C,7.04679935,66.810113,14.1,12.6,29.8,18.3,79.8,12.4,7.8,52.9,36,8.9,29.4,12,12.7,1.4,10.6,19.9,14.1,2.27033305
E01003517,Newham 036E,5.43608124,70.0716846,20.3,15.4,26.6,15.5,82.4,11.2,6.5,44.5,46.6,7.8,25.5,11.9,13.8,2.1,11.3,23,12.3,5.1852276
E01003518,Newham 032D,5.51724138,71.9749216,20.6,17.3,27.7,20.7,86.3,9.8,3.9,33,52,11.7,20.6,10.5,13.4,0.9,9.6,28,17,2.01803291
E01003519,Newham 032E,5.12658228,73.1012658,16.7,17.8,22.5,26.9,86,9.4,4.6,41.3,41.5,13.4,21.4,12.5,10.3,1.2,9.4,26.4,18.8,0.23572233
E01003520,Newham 018A,8.09595202,73.1634183,19.2,14.1,22.8,33.8,81.1,12.6,6.3,63.6,29.3,5.7,20.1,9.7,10.2,0.6,8.6,35.5,15.3,4.31698824
E01003522,Newham 018C,6.76100629,67.9245283,25.8,12.7,17.5,31.8,84.9,10.2,4.9,55.5,37.3,6.5,18.9,10.4,10.5,1.1,9.8,32.4,17.1,2.12653315
E01003523,Newham 024A,8.90846794,67.2540382,21.4,14.5,28.8,23.8,81.4,12.1,6.5,51.6,39.8,7.5,23.1,9.3,12.7,1.7,7.6,28.1,17.5,3.27456473
E01003524,Newham 019D,6.65680473,71.5976331,23.4,14.2,23.7,26.8,83.3,10.9,5.8,55.4,36.6,6.5,20.9,12.5,10.2,0.8,9.6,28.6,17.4,2.51182574
E01003525,Newham 018D,5.91506572,71.6885743,22.4,15,16.6,37.6,83.8,11.5,4.7,50.7,36.6,10.4,17.9,11.6,9.6,0.5,8.2,33.2,19.1,2.90143271
E01003526,Newham 018E,7.42086144,68.2407888,21.6,12.4,24.5,31.8,82,11.6,6.4,49.1,38,9.6,21.3,11.6,10.8,1,10.2,29.1,16,2.56291144
E01003527,Newham 024B,8.40383531,65.5386351,27.2,18.9,22.6,18.2,84.7,10.8,4.5,37.2,45.6,13.7,18.6,13.1,13.6,1.6,10,30.6,12.5,1.99227633
E01003528,Newham 005A,8.22510823,63.3477633,25.1,10.9,26,19.7,80.4,13.3,6.3,55.9,32.9,10,21.4,14.5,12.3,0.7,9.1,27.6,14.4,1.61948825
E01003529,Newham 010A,7.56620429,73.518285,18.9,18.9,11.9,40,82.6,11.3,6.1,47.4,37.2,13.1,18.3,11.7,11.5,0.5,10.9,31.2,16,1.96653311
E01003530,Newham 010B,7.11548987,72.0853859,22.6,17.3,13.5,36.3,81.9,12.3,5.9,43.4,43.6,10,19.3,10.7,10.1,0.9,7.9,34.4,16.7,1.69990982
E01003531,Newham 010C,7.5112669,72.0580871,19.4,15.1,15.5,40.3,81.6,11.7,6.7,52.1,32.2,12.6,20.5,11,10.4,0.9,8.2,33,16,3.13699534
E01003532,Newham 010D,9.59040959,71.028971,21.2,18.1,15.4,36.8,80.4,14,5.6,49.3,34.7,12.3,17.9,11.8,10.5,0.7,8.6,32.8,17.7,2.86120138
E01003533,Newham 011A,9.46808511,68.4574468,20.7,15.8,21,31.3,81.4,11.4,7.2,44.6,36.7,15.6,22.6,9.8,11.5,1.2,9.2,29.4,16.4,1.44816976
E01003534,Newham 010E,6.47181628,68.559499,29.5,15.2,16.5,27.7,82.1,12,5.9,50.4,36.4,11.7,20.2,12,11.5,0.6,9.7,28.3,17.6,1.83466697
E01003535,Newham 023A,9.5801301,65.7007688,19.3,12.8,27.4,17.5,75.9,16.7,7.4,48,40.5,9.5,32.4,15.8,12,1.3,9.8,18.8,9.9,1.2664394
E01003536,Newham 023B,6.07704829,65.4367878,21.9,16.1,21.7,20.1,83.5,11.1,5.4,46.3,43.3,7.7,21.2,14.6,13.1,1.3,8.7,26.6,14.6,2.02766265
E01003537,Newham 024C,7.08050436,67.5557711,23.7,14.8,23.4,22.5,85.4,9.8,4.8,42.4,45.7,10.3,20.7,12.4,12.5,2,9.8,27.3,15.3,2.93988526
E01003538,Newham 029A,9.16506718,63.8195777,20.9,13,26.2,24.8,82.4,11.9,5.7,48.9,40.6,8.6,25,12.9,11.6,1.4,10.7,25,13.3,2.4845867
E01003539,Newham 029B,6.72079387,65.1330627,25.1,14.7,19.5,25,83.8,11,5.2,41.7,44.3,10.7,22.3,12.1,12.2,1.8,7.7,28.2,15.8,1.60174034
E01003540,Newham 029C,6.87397709,64.8663393,25.5,11.1,22,18.8,80.3,13.1,6.5,47.2,42,8.7,26.2,14.5,13.8,1.7,9.8,19.9,14,2.22725938
E01003541,Newham 029D,5.93265633,64.2971673,25.4,16.3,18.4,25.3,85,10,5,34.4,49.1,13.3,21.9,14.8,13.2,1,10.6,24.5,14,1.67611205
E01003542,Newham 024D,7.90273556,61.195542,22.2,14.5,25.9,16,81,12.3,6.8,48.5,43.1,7.8,25.6,13.9,12.7,1.6,9.8,20.7,15.7,2.31567033
E01003543,Newham 001A,6.58585859,71.8383838,22.1,14.6,26.8,23.1,84.3,11.2,4.5,48.5,41.5,8.2,15.5,11,11.2,0.8,9.2,35,17.3,2.42596411
E01003544,Newham 001B,6.70794634,71.4654283,17,14.3,25.5,25.9,85.1,9.8,5.2,51.2,38.1,7.5,20.1,11.1,12.3,1.1,10.2,30.4,14.9,2.04639369
E01003545,Newham 006A,5.84829184,70.1215981,14.6,14.3,34.3,19.1,83.1,10.8,6.1,50.5,40.5,7.3,19.7,11.1,13.4,1.1,10.1,30.5,14,1.06305211
E01003546,Newham 001C,5.36082474,67.628866,22.8,10.9,21.9,25.3,83.5,11.4,5.1,51,41,6,19.6,12.5,13,1.6,11.7,27.1,14.4,1.82221868
E01003547,Newham 007A,7.42650851,72.253739,20.2,20.7,28.2,17.7,82,12.5,5.5,37.9,47.9,11.6,15.5,10,11.4,1,12.2,40.1,9.8,1.82273427
E01003548,Newham 006B,8.96727582,73.480663,13.6,15.6,29.2,29.3,84.8,10,5.2,56.5,35.3,7,17.1,9,8.5,0.9,11.9,32.2,20.4,2.4765134
E01003549,Newham 006C,6.60332542,76.1045131,12.9,12.9,29.2,29.1,83.2,10,6.8,60.5,33.5,4.9,16.6,9,11.4,1,11,34.2,16.7,1.74059118
E01003550,Newham 001D,7.69662921,70.3370787,19,15.2,27.4,23.5,82.2,10.2,7.5,52,36.3,10.5,19.9,9.8,11.7,0.3,11.5,33.5,13.3,1.82128191
E01003551,Newham 009A,8.45608292,72.5040917,16.9,16,23.5,28.5,84.2,10.8,5,57.2,35.8,6,20.2,10.5,10.6,0.8,10.4,34.4,13.1,2.10209623
E01003552,Newham 016A,7.62070971,69.3426411,16.4,17.5,23.7,27.2,82.7,12.1,5.2,50,39.9,7,19.1,12,11.9,0.8,9.3,29.3,17.5,1.40416742
E01003553,Newham 009B,5.03373119,73.0150493,13.4,10.9,31.8,25.6,83.1,10.5,6.3,62.6,30.4,6.3,16.8,10.7,12.6,1.7,10,29.5,18.7,3.63449505
E01003554,Newham 009C,6.82428802,78.559914,12.8,15.9,26.2,34.5,84.5,9.2,6.3,54.1,35.6,8.8,17.6,7.3,9.9,1.2,10.7,35.6,17.7,2.08693622
E01003555,Newham 007B,8.68621064,71.7155266,15.8,17.2,22.8,35.8,83,11.6,5.5,38,34.4,21,19.4,9,11.9,0.7,12,32.1,14.7,1.4685896
E01003556,Newham 008A,5.43648719,75.3789859,14.8,9.7,34.7,27.2,84.2,9.8,6.1,61.5,30,6.2,16.3,12.8,10.5,1,20.1,26.3,13,4.00528766
E01003557,Newham 006D,4.92368291,74.5937962,16.3,12.6,32.7,26.6,83.8,11.8,4.4,56.2,32.4,9.2,16.5,12.3,12,1.1,9.8,31.3,16.9,2.75720762
E01003558,Newham 008B,9.01287554,69.4052728,19.3,11.6,27.3,29.1,80.7,10.5,8.7,59.9,31.2,8.1,23.8,10.6,8.6,0.6,11.4,25.9,19.1,3.66968976
E01003559,Newham 009D,4.3378119,79.0019194,15,17.2,27.1,28.8,87.1,9.1,3.8,62.8,31.5,5.3,12.3,8.6,9.1,0.9,8.5,43.7,17,2.95459033
E01003560,Newham 011B,7.00325733,68.946797,23.4,19.2,12.1,33.3,82.6,12.5,4.9,36.8,44.9,15,20.7,10.9,11.6,1.2,9.6,27.2,18.7,1.33505821
E01003561,Newham 007C,5.79787234,72.606383,24.3,17,15.8,31.6,85.5,10.3,4.3,46.2,37.6,13.5,19.1,9.8,11.8,0.8,10.1,30.6,17.8,1.93367758
E01003562,Newham 014A,6,75.5454545,19.6,18.8,14.9,38.9,83,11.4,5.6,50,38,9.7,19.6,12,11.6,0.4,10.1,30.1,16.3,2.04475598
E01003563,Newham 011C,4.61689587,71.2180747,27,12.8,14.9,34.9,84.1,11.7,4.2,45,43.7,9.9,23.6,11,10.8,0.5,10,26.7,17.4,1.48623748
E01003564,Newham 014B,4.30894309,72.6829268,23.5,14.3,17.9,35.4,84.5,10.1,5.4,50.6,38.4,8.9,19.3,9.5,9.2,0.4,8.2,33.6,19.7,2.50103603
E01003565,Newham 014C,5.18078791,72.5310308,27.6,11.7,17.7,34.7,85.4,9.6,5,55.4,36.1,6.9,18.3,10.6,9.4,0.5,9,32.8,19.4,0.99263197
E01003566,Newham 014D,6.52901786,70.7589286,18.9,10.1,22.9,32.7,83.3,10.7,6,60.9,30.6,6.7,20.3,11.3,9.2,0.5,9,30,19.7,4.30701681
E01003567,Newham 007D,6.5312843,71.3501647,20.4,14.6,21.7,30.6,82.5,12.5,4.9,60,30.6,8,21.7,11.6,9.6,0.8,10.1,28,18.3,2.83405241
E01003568,Newham 017A,7.12423979,72.7628149,21.4,17.3,15.5,35.4,81.5,12.4,6.1,44.8,38.7,14.3,19.4,10.9,11.9,1,10,30,16.8,1.56411696
E01003569,Newham 017B,7.74091627,74.5655608,16.7,13,15.3,44.4,82.5,12.1,5.5,55.8,32.2,10,19.9,11.3,8.3,0.4,7.2,34,19.1,5.16380754
E01003570,Newham 008C,6.39225182,72.0581114,19,13.7,24.4,34.9,82,11.8,6.2,55.9,32.8,9.2,22.6,11.5,10.1,0.9,9.8,27.8,17.3,3.12501738
E01003571,Newham 008D,6.54369785,71.4097497,20.8,14.3,15.4,39.4,84.1,9.8,6.1,50.2,38.9,8.2,22.6,10.5,9.3,1.1,9.7,31,15.7,2.31263543
E01003572,Newham 008E,7.1950534,68.7464868,24.4,12.3,14.1,37.9,83.9,11,5.2,44.2,41,11.4,21.1,12.6,13.4,0.8,11.2,24.5,16.4,1.50339013
E01003573,Newham 017C,6.87093779,70.5199629,24,14.6,16.1,35.6,81.2,12.8,6,46.9,38.9,12,23.2,10.8,10.1,0.5,9,29.2,17.3,2.75903395
E01003574,Newham 017D,9.40462647,71.0656049,17.5,14.8,25.6,31.6,81.7,11.8,6.6,53.4,35.5,7.8,22,10.6,10.2,0.5,9,30.9,16.9,2.4643453
E01003575,Newham 005B,5.75793184,65.2173913,22.6,15.1,20,25.7,81.3,12.5,6.2,43.6,45,10.2,22.7,13.1,11.1,1.4,10.4,25.3,16,1.77078106
E01003576,Newham 002A,8.08597748,63.5107472,20,7.6,37,16.8,81.6,11.8,6.6,64.6,30.7,4.1,23.8,14,10.4,0.9,8.8,24.9,17.3,2.37464388
E01003577,Newham 005C,8.69791667,59.5833333,22.1,9.5,31.2,13.8,80.1,12.2,7.7,58.5,35.2,5.9,26.3,14.9,13.7,0.8,10.1,21.3,12.9,2.23804657
E01003578,Newham 003A,3.03497942,70.0102881,23.6,8.8,23.3,28.1,84.8,10.8,4.4,62.7,30.4,5.8,19.2,13.5,9.2,0.8,8.4,29.6,19.4,3.3956953
E01003579,Newham 004A,6.32432432,68.0540541,26.5,11.6,19,29.3,82.3,12,5.7,47.7,39.9,11,25.9,14,9.6,0.5,9.7,25,15.3,1.58203894
E01003580,Newham 005D,6.75381264,62.9084967,24.9,12,26.8,17.2,81.2,13.3,5.4,49.1,40.3,8.1,23.4,15.2,12.5,0.9,10,23.3,14.6,1.47185225
E01003581,Newham 002B,6.16883117,69.4264069,26.3,14.4,13.2,29.4,81.3,12.7,6,49.8,37,9.9,23.2,16.2,12.5,0.6,9.1,22.1,16.2,1.68848112
E01003582,Newham 002C,6.75759454,65.6540608,21.8,16.2,21,22.2,81.2,12,6.8,51.5,38.7,7.8,22.7,14,13.1,0.4,9.6,24.4,15.8,1.71912878
E01003583,Newham 002D,8.95218718,65.0050865,24.3,13.7,18.9,28,80.5,14.8,4.8,47.5,38.2,12.2,21.9,12.8,11.9,1.2,9.7,24.9,17.6,1.80890563
E01003584,Newham 003B,7.67004342,69.7057405,19.3,15.4,24.1,25.1,83.6,10.9,5.5,40.4,42.8,12.9,18.6,10.3,11.3,1.3,12.4,31.2,14.9,1.57358826
E01003585,Newham 004B,7.8835658,67.2528805,19.4,17,13.3,38.6,82,11.2,6.8,44.2,39.1,13,22.1,15.3,10.7,0.6,10.8,25.3,15.2,1.10926887
E01003586,Newham 003C,6.05368361,74.7001713,17.7,14.7,19.3,34,82.3,11.8,5.9,46.6,39.5,11.2,21.9,13.7,10.5,0.5,9.1,29.2,15,2.27302629
E01003587,Newham 004C,6.40394089,70.2380952,21.6,14.3,23.1,24.9,82.5,11.5,6,52.4,40.6,5.8,19.4,10.1,10.5,0.7,8.9,33.4,16.9,3.62050216
E01003588,Newham 011D,6.55095185,69.3169093,21.8,15.9,16.3,34.4,81.9,11.9,6.3,42.7,42.3,11.9,20.9,11.5,10.3,0.8,11.6,27.7,17.2,0.1131687
E01003589,Newham 011E,5.02405131,69.8022448,23.8,15.4,19.1,33,85.8,9.7,4.5,44.5,42.8,11.1,19.2,12.4,10.6,1.3,8.1,31.4,16.9,1.8584336
E01003590,Newham 003D,12.7364439,63.3669609,18.2,10.5,39,15.4,76.4,15.1,8.5,52.4,38.5,8,25.4,11.8,11.4,0.8,9.5,30.1,10.9,2.48322386
E01003591,Newham 004D,5.5401662,69.7599261,19.1,13.6,23.2,27.1,82,11.3,6.6,61.4,30.8,7,20,11.3,9.7,0.5,8.9,31,18.5,3.32146241
E01003592,Newham 022B,7.38327904,69.8697068,21.1,13.3,24,28.1,80.7,13.4,5.9,50.5,40.4,7.6,22.3,9.8,10.1,1.3,10.3,27.9,18.3,2.38488034
E01003593,Newham 027D,6.12903226,70.7741935,16.3,10.6,32.7,20,81,12.8,6.2,53.3,41.5,4.7,24.7,12.2,13,0.9,10.8,24.2,14.1,1.95964034
E01003594,Newham 026A,5.14748409,71.8912666,20,15.6,20.7,26.9,81.8,11,7.2,51.3,36.5,10.4,21.6,11.3,11.9,1.1,10,29,15.1,1.93736344
E01003595,Newham 026B,10.0522193,69.2558747,13.6,11.7,39.4,22.2,80.7,12.5,6.9,63,31.2,4.6,24.9,10.8,10.9,2.2,9.5,25.8,15.8,2.40663927
E01003596,Newham 016B,7.42824986,69.8930782,18.4,13.2,27,26.7,81.3,13.2,5.6,54.4,34.8,8.1,21.8,10,10.3,1.1,10.2,30.3,16.2,2.13312365
E01003597,Newham 016C,7.1995119,70.5308115,21.9,13.1,26.1,29.9,81.8,12.4,5.8,45.3,40.8,10.3,24,11.5,10.9,1.1,12.4,25,15.1,1.29767317
E01003598,Newham 021A,5.11333685,67.5803901,15.5,10,31.6,19.3,82,11.8,6.3,59.1,36.5,3.6,21.4,12,14.2,0.7,10.7,27.4,13.6,1.84463296
E01003599,Newham 022C,7.63500931,69.02545,18.6,10.9,25.6,29.3,81.3,13.5,5.2,59,31.4,8.4,24.5,10.6,12.4,0.3,9.9,26.6,15.7,1.60258644
E01003600,Newham 021B,7.87110407,65.8214474,20.7,10.7,34.9,17.1,81.5,11.9,6.7,59.4,34.8,4.6,27.8,12,13.5,0.8,9.7,24,12.3,2.13442585
E01003601,Newham 028A,6.80751174,66.5258216,18.4,14.5,25.2,21,82.9,10.9,6.2,50.4,39.7,8.5,26,14.7,12.9,1.3,10.6,22.7,11.8,2.82739696
E01003602,Newham 026C,7.55667506,71.1838791,18.2,14.4,20.2,31.4,83.4,11.2,5.4,48.6,38.8,10.1,21.1,13.1,11.7,1.2,9.5,27.4,15.9,3.09857072
E01003603,Newham 028B,7.19054956,65.9989728,25.5,17.1,18.3,22.6,84.4,10.3,5.3,44.7,46,6.7,19.6,14,11.4,1.7,8.7,26.7,18,3.49259336
E01003604,Newham 031D,4.58015267,67.302799,23.4,12.7,21.5,21.7,84.9,10.5,4.6,49.2,41.1,8.2,22.5,14.3,11.3,1.2,9.8,24.4,16.5,2.47439071
E01003605,Newham 028C,7.67045455,68.0871212,20.9,13.3,31.4,22.4,81.4,13.6,5,60.1,33.6,5.4,24.9,12.8,10.2,1.2,9.3,25.8,15.7,2.34340709
E01003606,Newham 022D,7.62081784,68.169145,22.5,13.8,23.4,26.4,84,10.6,5.4,59.7,31.4,7.6,22.7,11.8,11.7,1,10,25.7,17,3.29404537
E01003607,Newham 026D,4.73300971,71.0558252,18,14.8,20.5,24.8,83.7,10.6,5.6,59.1,34.5,5,18.6,11.6,14,1.2,10.4,27.5,16.7,3.39225787
E01003608,Newham 028D,6.37065637,68.9189189,20.3,21,23,21.6,85.9,10.3,3.8,46.9,44.7,7.6,18.2,11,13.3,1.5,9.1,29.7,17.2,1.57407077
E01003609,Newham 037A,5.03330866,71.6506292,15.7,17.6,27.3,20.7,86.6,9.1,4.3,47.2,44.3,7.6,17.2,9.6,9.8,1.7,10.6,38.6,12.5,2.81267025
E01003611,Newham 037C,5.93455352,63.7271215,16,11,35.3,13,84.6,9.9,5.5,57.3,36,6,21.9,12.8,13.5,1.4,12.4,26,11.9,2.35498703
E01003615,Newham 013C,8.11989101,73.2970027,14.5,16.2,30,28.5,83,12,5,57.2,35,6.7,17.7,9.8,9.5,1.2,10.6,30.1,21.2,2.76025135
E01003616,Newham 012A,5.45454545,79.5757576,10,17.6,33.3,24.8,81.4,12.3,6.3,59.7,33.4,5,15.2,10.9,10.6,1,10.5,33.5,18.2,3.23689433
E01003618,Newham 012C,5.51755586,80.3009576,12.9,18.6,27,32.6,86.1,9.5,4.4,60.8,34.5,4.4,13,8.3,9,1,9.2,42.2,17.4,3.82985005
E01003619,Newham 012D,5.96289753,79.9028269,9.4,14.4,46,20.2,85.2,10.2,4.5,69.1,28.2,2.6,13.2,9.8,11,0.9,12.6,40.6,11.9,3.69372635
E01003621,Newham 023C,5.57888422,67.2465507,30.8,14.5,12.7,30.5,84.4,11.3,4.3,42.5,44.3,11.1,20.3,13.1,11.9,1,9.1,26.1,18.5,0.18212158
E01003622,Newham 023D,6.69559826,66.0260384,22.2,13.1,24.8,25.2,83.6,11.2,5.2,53,36.9,8.7,19.6,15.4,13.2,0.9,11.1,27.7,12,2.16096153
E01003623,Newham 023E,7.17131474,63.2327832,26.7,12.2,15.9,25.5,82,12.1,6,46.7,41.8,10.2,24,14.7,11.5,0.7,8.8,25.6,14.6,1.83428746
E01003624,Newham 024E,7.39570164,65.9924147,21.9,17.2,20.1,23.5,80.6,13.3,6.1,48.7,39.1,9.3,22.2,14,11.4,1.7,10.4,25.7,14.6,1.62075167
E01003625,Newham 015A,4.83205657,70.2416028,21.5,12.4,19.4,33.9,83.8,10.9,5.3,43.2,41.5,13.6,19.5,12,10.1,0.6,8.2,28.8,20.7,1.41704816
E01003626,Newham 015B,6.35220126,71.8867925,20.2,17.6,13.6,37.6,85.8,10.3,4,40,42.1,14,16.7,10.4,11.2,0.6,8.4,34.4,18.3,2.24431618
E01003627,Newham 015C,7.29881472,72.3019339,22.9,18.1,16.9,32.9,83.1,12.4,4.5,42.8,41.7,13.2,18.2,11.8,10.5,0.6,9,31.8,18,1.7253477
E01003628,Newham 015D,5.52552553,70.6306306,26.9,20.7,8.6,34.5,83.9,10.8,5.3,36.4,46.4,14.8,17.4,10.5,10.4,1.1,9.5,35.4,15.8,1.43608503
E01003629,Newham 015E,7.35645933,67.5239234,28.7,16.4,19.3,27.7,82.4,12.1,5.6,56.1,35.3,7.5,18.8,12.1,9.3,0.9,8.5,29.9,20.6,1.78856458
E01003630,Newham 021C,7.26006962,70.014918,15.6,13.5,32.6,23.3,82.2,12,5.7,64.3,29.7,5.2,21.4,12.4,12,1.2,9.6,28.6,14.7,2.88488683
E01003631,Newham 020A,6.11353712,74.0720524,17.5,20.6,31.2,18.7,83.2,11.2,5.6,59.1,34.7,5.1,18.2,11.4,10.9,1.3,9.3,33.6,15.2,2.39032401
E01003632,Newham 020B,7.45149912,71.3844797,15.6,17.2,23.4,30.2,84.4,11.2,4.4,52.7,39,6.9,22.3,11.2,10.1,1.3,7.3,28.7,19.1,2.43919815
E01003633,Newham 020C,7.05505077,66.8091929,18.2,9.2,36.2,17.5,79.6,13.7,6.6,62.8,31.2,4.8,23.2,14,14.5,1.9,10.7,23.9,11.7,1.77142223
E01003634,Newham 020D,7.20221607,70.8033241,13.6,16.3,25.2,22.6,80.5,12.8,6.7,50.2,41.2,6.5,25.4,11.6,12.9,1.1,10.5,26.5,12.1,2.50048186
E01003635,Newham 016D,6.32390746,77.0179949,14.7,19.6,20.9,32.6,83.8,11.6,4.7,43.2,41.2,12.3,18,8.6,12.4,0.9,10.4,33.3,16.3,1.41417956
E01003636,Newham 020E,6.52173913,68.7057634,17.8,13.1,29.5,19.9,82.6,11.1,6.3,61.4,32.9,5.1,21.6,12,11.6,1.4,10.9,27.9,14.7,2.78364967
E01003637,Newham 021D,8.03910918,72.4606192,17.4,16.7,24.6,30.7,83.3,11.4,5.3,52.1,39.1,6.6,17.3,9.4,11.1,0.7,8.5,35.4,17.6,1.58691568
E01003638,Redbridge 017A,15.9528243,65.1769088,19.8,25.1,29.8,14.9,79.5,15.3,5.2,33.4,37.1,22.2,23.6,13.9,14.2,2.1,11,26.2,9,3.07849296
E01003639,Redbridge 013A,14.1069397,63.8225256,21.4,22.1,29.3,12,81.9,13.1,5.1,33.2,42.4,19.7,22.5,12.1,13.9,2.1,9.9,27.7,11.8,3.24248569
E01003640,Redbridge 013B,12.2529644,64.5962733,26.7,25.8,24.5,11.9,82.6,13.1,4.3,18.7,48.6,27.5,19.5,13.1,15.4,1.8,9.8,30.9,9.5,1.82635091
E01003641,Redbridge 013C,9.50704225,66.9600939,28.1,26,17.2,17.2,83.2,12.3,4.5,18.7,50.4,23,15.3,13.7,13,1.4,11.6,34.8,10.1,1.76960666
E01003642,Redbridge 013D,11.6224189,62.7728614,25.6,23.6,19.6,14.9,80.1,14.2,5.8,24.5,48.7,21.8,21,10.9,14.2,1.7,12.1,29.9,10.2,1.08175517
E01003643,Redbridge 017B,16.5848336,60.6655756,26.4,27,23.6,12.2,81.7,13.1,5.2,21.9,47.1,22.8,22.7,10.8,12,1.9,11.1,32.3,9.2,0.78034039
E01003644,Redbridge 017C,12.8040973,64.7887324,28.7,30.5,14.9,14.5,83.5,12.6,3.9,16.5,50.2,27.1,17.5,15.4,11.4,0.9,10.1,34.7,10.1,1.16347086
E01003645,Redbridge 017D,8.58237548,66.8199234,29.5,23.4,21.2,13.3,83.7,10.4,5.9,29.1,52.2,15.9,16.1,11.8,13,1.1,9.7,37.4,10.9,4.13439998
E01003646,Redbridge 012A,13.7793025,65.7518582,21.2,21.7,30.1,19.2,80.5,13.5,6,30.4,41.6,21,17.6,10.8,12.9,1.4,10.4,35.1,11.8,3.29110341
E01003647,Redbridge 015A,12.9339306,66.6853303,21.4,30.9,21.4,18.1,82.4,13,4.6,28.1,44,23.2,16.4,10.3,11.2,1.5,11.1,38.1,11.4,2.05907885
